FullSampleName,cultivar,ACCID,country,ploidy,species,use,snp_calling_keep,species_keep,heterozygosity_keep,ibd_species_keep,faststructure_keep,pca_keep,domestica_keep,domestica_clones_keep,top_eight,colour_pheno,firm_pheno,size_pheno,ACP,ACNO
MalGBS_P16_B05_140202,Maunerbe,140202,France,2x,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,162713
MalGBS_P16_C05_8854,Welday_Jonathan_2-2-4-4,8854,NA,2x/4x,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589097
MalGBS_P16_D05_2560,Antonovka_Shafran,2560,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588789
MalGBS_P16_E05_17921,Tropical_Beauty,17921,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589538
MalGBS_P16_F05_13850,Rudens_Suitrotais,13850,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589305
MalGBS_P16_G05_24786,Erickson,24786,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,large,PI,590148
MalGBS_P16_H05_287717,Chulanka,287717,NA,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,383503
MalGBS_P16_A06_17521,Norson,17521,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589485
MalGBS_P16_C06_21923,State_Fair,21923,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,soft,small,PI,589905
MalGBS_P16_D06_151031,Noel_Deschamps,151031,France,2x,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,173986
MalGBS_P16_E06_2440,Antonovka,2440,Former Soviet Union,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588784
MalGBS_P16_F06_17521,Norson,17521,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589485
MalGBS_P16_G06_24780,Crandall,24780,NA,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,590146
MalGBS_P16_H06_522642,Granerly,522642,South Africa,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,613935
MalGBS_P16_A07_17303,Rosu_de_Cluj,17303,Romania,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589457
MalGBS_P16_B07_17496,Norland,17496,Canada,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589481
MalGBS_P16_C07_134379,Surprise,134379,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,134672
MalGBS_P16_D07_287734,Toellisaare,287734,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,383522
MalGBS_P16_E07_199431,Sipolins,199431,Latvia,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,262960
MalGBS_P16_F07_127890,Circassian_Apple,127890,Former Soviet Union,NA,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,102639
MalGBS_P16_G07_134248,Stone_Pippin,134248,Australia,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,133750
MalGBS_P16_H07_22227,Kinsei,22227,Japan,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,firm,small,PI,589944
MalGBS_P16_A08_24678,Golden_Harvey,24678,United Kingdom,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,green,soft,small,PI,590128
MalGBS_P16_B08_6139,Sweet_Delicious,6139,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,588955
MalGBS_P16_C08_17133,Viking,17133,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589434
MalGBS_P16_D08_649420,Honeycrisp,649420,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,1,NA,NA,NA,PI,644174
MalGBS_P16_E08_13780,Hendrick_Sweet,13780,United States,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589295
MalGBS_P16_F08_189945,Huidobro,189945,Denmark,NA,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,247025
MalGBS_P16_G08_287736,Uralian_Winter_Apple,287736,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,383524
MalGBS_P16_H08_8002,Redford,8002,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589056
MalGBS_P16_A09_6585,Mollie's_Delicious,6585,United States,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588981
MalGBS_P16_B09_8444,Gideon,8444,NA,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589078
MalGBS_P16_C09_6645,Deacon_Jones,6645,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,large,PI,588985
MalGBS_P16_D09_18255,Rambour_Franc,18255,France,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589582
MalGBS_P16_E09_200184,Sumatovka,200184,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,264693
MalGBS_P16_F09_135321,Mannington_Pearmain,135321,United Kingdom,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,soft,small,PI,141240
MalGBS_P16_G09_91465,Bemali,91465,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,589863
MalGBS_P16_H09_21332,Coconut_Crunch,21332,United States,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589853
MalGBS_P16_A10_8136,Fruitland_Delicious,8136,NA,4x,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589064
MalGBS_P16_B10_134035,Pomme_Framboise,134035,NA,2x,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,131975
MalGBS_P16_C10_21313,Potomac,21313,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589851
MalGBS_P16_D10_139522,Caillouett,139522,France,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,161759
MalGBS_P16_E10_17130,Trebu,17130,Latvia,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589433
MalGBS_P16_F10_17536,Anis_Aliy_K-32,17536,Former Soviet Union,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589487
MalGBS_P16_G10_9238,Spijon,9238,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589113
MalGBS_P16_H10_18030,Joys,18030,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,small,PI,589555
MalGBS_P16_A11_257106,Herma,257106,Europe,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,344552
MalGBS_P16_B11_18769,St._Edmund's_Russet,18769,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589658
MalGBS_P16_C11_134669,Oporto,134669,NA,2x,hybrid,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,136020
MalGBS_P16_D11_4092,Kerr,4092,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588866
MalGBS_P16_E11_4148,Dolgo,4148,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588870
MalGBS_P16_F11_20431,Co-op_15,20431,NA,2x,hybrid,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589805
MalGBS_P16_G11_11091,Prima,11091,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589181
MalGBS_P16_H11_208616,Pitmaston_Pine_Apple,208616,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,280029
MalGBS_P16_A12_331990,Splendour,331990,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,437054
MalGBS_P16_B12_22268,Co-op_17,22268,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589953
MalGBS_P16_C12_25055,Pixie_Crunch,25055,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,590213
MalGBS_P16_D12_20262,PRI_14-126,20262,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589782
MalGBS_P16_E12_20213,PRI_1661-1,20213,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589774
MalGBS_P16_F12_20443,PRI_1661-2,20443,NA,2x,hybrid,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589806
MalGBS_P16_G12_25021,Co-op_18,25021,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,590201
MalGBS_P16_H12_134613,Heiya,134613,Japan,2x,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,large,PI,135689
MalGBS_P17_A01_257105,Elektra,257105,Germany,2x,domestica,NA,1,1,1,1,1,1,1,1,0,green,soft,small,PI,344551
MalGBS_P17_B01_19442,Carnifex,19442,NA,2x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589711
MalGBS_P17_C01_6666,Hotle_Rome,6666,United States,2x,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,588986
MalGBS_P17_D01_498675,KAZ_95_10-05F,498675,Kazakhstan,2x,sieversii,NA,1,1,1,0,0,0,0,0,0,NA,NA,NA,PI,613979
MalGBS_P17_E01_94759,Shinibalt_II,94759,NA,2x,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,644182
MalGBS_P17_F01_675290,Pup's_Jeannette,675290,United States,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,644189
MalGBS_P17_G01_674980,Pup's_Tego,674980,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,644187
MalGBS_P17_H01_681507,Goldspur_Golden_Delicious,681507,NA,2x,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,644190
MalGBS_P17_A02_591410,NA,591410,Turkey,3x,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,644251
MalGBS_P17_B02_8580,Lyman_Prolific,8580,United States,2x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589086
MalGBS_P17_C02_674975,Jewett_Red,674975,United States,2x,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,large,PI,644185
MalGBS_P17_D02_599323,NA,599323,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,644183
MalGBS_P17_E02_591417,99TU-21-01,591417,Turkey,2x,orientalis,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,644253
MalGBS_P17_F02_17905,Litevsky_Jadernac,17905,Czech Republic,2x,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589536
MalGBS_P17_G02_591413,99TU-06-01,591413,Turkey,2x,orientalis,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,644252
MalGBS_P17_H02_675288,Pups'_Fleurie,675288,NA,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,644188
MalGBS_P17_A03_94229,NA,94229,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,644181
MalGBS_P17_B03_652462,CH97_04-08,652462,China,3x,bhutanica,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,633811
MalGBS_P17_C03_693589,KAZ_96_09-02,693589,Kazakhstan,2x,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,650945
MalGBS_P17_D03_681509,Fireside,681509,United States,2x,domestica,Other,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,644191
MalGBS_P17_E03_159255,Lindo_da_Insua-6,159255,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,183955
MalGBS_P17_F03_136160,Royal_Wilding,136160,NA,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,150650
MalGBS_P17_G03_674978,Granite_Beauty,674978,United States,2x,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,644186
MalGBS_P17_H03_531529,KAZ_96_05-04,531529,Kazakhstan,2x,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613988
MalGBS_P17_A04_531542,KAZ_96_08-13,531542,Kazakhstan,2x,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613996
MalGBS_P17_B04_531543,KAZ_96_08-15,531543,Kazakhstan,2x,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613997
MalGBS_P17_C04_103442,FORM_35_(33-01),103442,Kazakhstan,2x,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613967
MalGBS_P17_D04_531523,KAZ_96_03-09,531523,Kazakhstan,2x,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613986
MalGBS_P17_E04_134669,KAZ_96_03-04,134669,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,136020
MalGBS_P17_F04_531519,Oporto,134669,NA,2x,hybrid,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,136020
MalGBS_P17_G04_197622,Michurin's_Bessiemianka,197622,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,firm,small,PI,259451
MalGBS_P17_H04_104525,Liestnaya_Antonoffku,104525,United States,2x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,soft,large,PI,35636
MalGBS_P17_A05_7819,Opalescent,7819,NA,2x,domestica,Other,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,589051
MalGBS_P17_B05_24500,NA,24500,NA,2x,pumila,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,590097
MalGBS_P17_C05_16308,Skopje_P2,16308,NA,2x,florentina,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589385
MalGBS_P17_D05_16450,NA,16450,NA,2x,spectabilis,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589404
MalGBS_P17_E05_8602,M.27,8602,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,589088
MalGBS_P17_F05_6944,Twenty_Ounce,6944,NA,2x,domestica,Other,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,589007
MalGBS_P17_G05_531522,KAZ_96_03-08,531522,Kazakhstan,2x,sieversii,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613985
MalGBS_P17_H05_531520,KAZ_96_03-05,531520,Kazakhstan,2x,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613984
MalGBS_P17_A06_531527,KAZ_96_03-14,531527,Kazakhstan,2x,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613957
MalGBS_P17_B06_531531,KAZ_96_06-02,531531,Kazakhstan,2x,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613989
MalGBS_P17_C06_531526,KAZ_96_03-13,531526,Kazakhstan,2x,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613956
MalGBS_P17_D06_531532,KAZ_96_06-03,531532,Kazakhstan,2x,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613990
MalGBS_P17_E06_531525,KAZ_96_03-12,531525,Kazakhstan,2x,sieversii,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613955
MalGBS_P17_F06_531521,KAZ_96_03-07,531521,Kazakhstan,2x,sieversii,NA,1,1,1,0,0,0,0,0,0,NA,NA,NA,PI,613953
MalGBS_P17_G06_103438,KAZ_93-21-01,103438,Kazakhstan,2x,sieversii,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613951
MalGBS_P17_H06_24721,Reinette_de_Cuzy,24721,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,small,PI,590136
MalGBS_P17_A07_24727,Reinette_Franche,24727,NA,2x,domestica,Other,1,1,1,1,1,1,1,1,0,NA,soft,small,PI,590137
MalGBS_P17_B07_18941,George_Cave,18941,United Kingdom,2x,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589683
MalGBS_P17_C07_21960,York,21960,NA,2x,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589909
MalGBS_P17_D07_600258,NA,600258,NA,3x,sargentii,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613862
MalGBS_P17_E07_132249,Doux-AMR,132249,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,122616
MalGBS_P17_F07_18733,Vilberie,18733,France,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589652
MalGBS_P17_G07_498667,KAZ_95_06-08,498667,Kazakhstan,2x,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613972
MalGBS_P17_H07_498674,KAZ_95_10-04F,498674,Kazakhstan,2x,sieversii,NA,1,1,1,0,0,0,0,0,0,NA,NA,NA,PI,613978
MalGBS_P17_A08_498679,KAZ_95_17-14,498679,Kazakhstan,2x,sieversii,NA,1,1,1,1,1,1,0,0,0,NA,NA,NA,PI,613959
MalGBS_P17_B08_498666,KAZ_95_06-01,498666,Kazakhstan,2x,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613971
MalGBS_P17_C08_498673,KAZ_95_10-01L,498673,Kazakhstan,2x,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613977
MalGBS_P17_D08_498681,KAZ_95_18-07,498681,Kazakhstan,2x,sieversii,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613981
MalGBS_P17_E08_498671,KAZ_95_08-04,498671,Kazakhstan,2x,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613975
MalGBS_P17_H08_498670,KAZ_95_07-05,498670,Kazakhstan,2x,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613974
MalGBS_P17_A09_3812,Rome_Beauty_Law,3812,United States,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,588850
MalGBS_P17_B09_14530,NA,14530,NA,2x,tschonoskii,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589313
MalGBS_P17_C09_24897,Bob_White,24897,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,590172
MalGBS_P17_F09_600305,NA,600305,China,2x,baccata,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613844
MalGBS_P17_G09_14973,Mandshurica_6114,14973,NA,2x,baccata,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589353
MalGBS_P17_H09_15855,NA,15855,NA,2x,baccata,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,589378
MalGBS_P17_A10_600231,NA,600231,NA,2x,mandshurica,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613804
MalGBS_P17_B10_1525,NA,1525,NA,2x,mandshurica,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588753
MalGBS_P17_C10_294438,NA,294438,NA,2x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,392302
MalGBS_P17_D10_652467,CH97_06-02,652467,China,2x,zhaojiaoensis,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,633816
MalGBS_P17_E10_96071,Princesa,96071,Brazil,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,613964
MalGBS_P17_F10_600300,NA,600300,China,4x,hupehensis,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613834
MalGBS_P17_G10_652478,Hartmann-Muhle_1_x_Oberwartha_2,652478,Germany,2x,sylvestris,NA,1,1,1,1,1,1,0,0,0,NA,NA,NA,PI,633827
MalGBS_P17_H10_19805,NA,19805,NA,2x,hupehensis,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589760
MalGBS_P17_A11_17797,NA,17797,NA,3x,hupehensis,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589522
MalGBS_P17_B11_287719,Ermak,287719,Former Soviet Union,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,383505
MalGBS_P17_C11_215642,Cheal's_Golden_Gem,215642,NA,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,286787
MalGBS_P17_D11_531528,KAZ_96_03-15,531528,Kazakhstan,NA,sieversii,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613987
MalGBS_P17_E11_1525,NA,1525,NA,2x,mandshurica,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588753
MalGBS_P17_F11_5546,Calva,5546,NA,2x,kansuensis,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588944
MalGBS_P17_G11_519450,NA,519450,China,2x,kansuensis,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,594097
MalGBS_P17_H11_652477,Oelsen_2_x_Hartmann-Muhle_1,652477,Germany,2x,sylvestris,NA,1,1,1,1,1,1,0,0,0,NA,NA,NA,PI,633826
MalGBS_P17_A12_652468,CH97_06-07,652468,China,2x,zhaojiaoensis,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,633817
MalGBS_P17_B12_600347,NA,600347,NA,NA,sylvestris,NA,1,1,1,1,1,1,0,0,0,NA,NA,NA,PI,613871
MalGBS_P17_C12_600303,NA,600303,China,2x,toringo,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613838
MalGBS_P17_D12_93022,Legana_A8,93022,NA,NA,pumila,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,651011
MalGBS_P17_E12_128817,NA,128817,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,107426
MalGBS_P17_F12_531534,KAZ_96_07-03,531534,Kazakhstan,NA,sieversii,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613991
MalGBS_P17_G12_22299,MA_#___4,22299,NA,2x,toringo,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589958
MalGBS_P17_H12_18860,Court_Royal,18860,United Kingdom,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589671
MalGBS_P18_A01_1547,Gloriosa,1547,NA,2x,mandshurica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588754
MalGBS_P18_B01_19704,NA,19704,NA,2x,toringo,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589748
MalGBS_P18_C01_24517,Toringo_Crab_Apple,24517,NA,2x,toringo,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,590101
MalGBS_P18_D01_652460,CH97_03-11,652460,China,NA,kansuensis,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,633809
MalGBS_P18_E01_19794,Veitchii,19794,NA,2x,yunnanensis,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589758
MalGBS_P18_F01_2177,Yellow_Newtown,2177,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,large,PI,588773
MalGBS_P18_G01_600309,NA,600309,NA,2x,sieversii var. kirghisorum,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613855
MalGBS_P18_H01_238606,Amasya_#5,238606,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,320873
MalGBS_P18_A02_591418,NA,591418,Turkey,NA,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,GMAL,4707
MalGBS_P18_B02_277040,Kosmonaut,277040,Czech Republic,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,large,PI,369714
MalGBS_P18_C02_600252,NA,600252,NA,2x,sieversii var. kirghisorum,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613854
MalGBS_P18_D02_12498,Malinda,12498,United States,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,613817
MalGBS_P18_E02_93794,13-86,93794,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,644155
MalGBS_P18_F02_134842,Ottawa_No._322,134842,NA,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,137581
MalGBS_P18_G02_531536,KAZ_96_07-05,531536,Kazakhstan,NA,sieversii,NA,1,1,1,1,1,1,0,0,0,NA,NA,NA,PI,613993
MalGBS_P18_H02_16292,NA,16292,NA,2x,hybrid,NA,1,1,1,1,1,0,0,0,0,NA,NA,NA,PI,589382
MalGBS_P18_A03_10603,Welday_Jonathan_2-4-4-4,10603,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589157
MalGBS_P18_B03_22009,Jamba,22009,Germany,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589917
MalGBS_P18_C03_652471,RUS_98_03-05,652471,Russia,NA,orientalis,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,633820
MalGBS_P18_D03_652470,RUS_98_02-01,652470,Russia,NA,orientalis,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,633819
MalGBS_P18_E03_23572,NA,23572,NA,NA,yunnanensis,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,590066
MalGBS_P18_F03_652476,Barenhecke_3_x_Klipphausen,652476,Germany,2x,sylvestris,NA,1,1,1,1,1,1,0,0,0,NA,NA,NA,PI,633825
MalGBS_P18_G03_21670,NA,21670,NA,NA,doumeri,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589882
MalGBS_P18_H03_531538,KAZ_96_07-07,531538,Kazakhstan,NA,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613958
MalGBS_P18_A04_15752,NA,15752,NA,2x,yunnanensis,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589369
MalGBS_P18_B04_531539,KAZ_96_07-09,531539,Kazakhstan,3x,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613995
MalGBS_P18_C04_617122,NA,617122,NA,2x,sylvestris,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,619168
MalGBS_P18_D04_580682,NA,580682,NA,2x,sylvestris,NA,1,1,1,1,1,1,0,0,0,NA,NA,NA,GMAL,4704
MalGBS_P18_E04_23455,NA,23455,NA,2x,hupehensis,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,590042
MalGBS_P18_F04_653305,KAZ_96_05-05,653305,Kazakhstan,NA,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,633919
MalGBS_P18_G04_531545,KAZ_96_08-17,531545,Kazakhstan,NA,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613999
MalGBS_P18_H04_8044,Large_Yellow_Siberian,8044,NA,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589059
MalGBS_P18_A05_498664,NA,23435,NA,2x,floribunda,NA,1,1,1,0,0,0,0,0,0,NA,NA,NA,PI,590035
MalGBS_P18_B05_653307,KAZ_96_09-05,653307,Kazakhstan,NA,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,633921
