FullSampleName,cultivar,ACCID,country,ploidy,species,use,snp_calling_keep,species_keep,heterozygosity_keep,ibd_species_keep,faststructure_keep,pca_keep,domestica_keep,domestica_clones_keep,top_eight,colour_pheno,firm_pheno,size_pheno,ACP,ACNO
MalGBS_P1_A01_6090,Arkansas,6090,United States,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,588952
MalGBS_P1_B01_7977,Field_Spy,7977,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,589055
MalGBS_P1_C01_1955,Crimson_Brilliant,1955,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588767
MalGBS_P1_D01_134669,Oporto,134669,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,136020
MalGBS_P1_E01_10712,DE_229,10712,NA,2x,prunifolia,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589164
MalGBS_P1_F01_600288,NA,600288,NA,4x,x asiatica,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613921
MalGBS_P1_H01_600257,NA,600257,NA,2x,fusca,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613861
MalGBS_P1_A02_9942,Rose_Red_Delicious,9942,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,1,red,firm,large,PI,589137
MalGBS_P1_B02_11943,Fruitland_Delicious_2-4-4-4,11943,NA,2x/4x,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589208
MalGBS_P1_C02_18502,South_Dakota_Bison,18502,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589620
MalGBS_P1_D02_17703,Garry,17703,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589510
MalGBS_P1_E02_531521,KAZ_96_03-07,531521,Kazakhstan,2x,sieversii,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,613953
MalGBS_P1_F02_600240,No._2,600240,NA,2x,fusca,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613823
MalGBS_P1_G02_23435,NA,23435,NA,2x,floribunda,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,PI,590035
MalGBS_P1_H02_562967,Kandil_Sinap,562967,Ukraine,NA,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,613948
MalGBS_P1_A03_600274,NA,600274,United States,4x,coronaria,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613890
MalGBS_P1_B03_139519,Bouteille_de_Liseux,139519,NA,NA,domestica,Cider,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,161758
MalGBS_P1_C03_600319,NA,600319,United States,2x,fusca,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613901
MalGBS_P1_D03_600266,NA,600266,United States,2x,angustifolia,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613880
MalGBS_P1_E03_18805,Taylor's,18805,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,589663
MalGBS_P1_F03_24436,NA,24436,NA,2x,halliana,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,590090
MalGBS_P1_G03_18592,Mercer,18592,NA,3x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589634
MalGBS_P1_H03_128379,Repinaldo_do_Liebana,128379,Spain,2x,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,small,PI,105528
MalGBS_P1_A04_11881,Johnson_McIntosh_2-4-4-4,11881,NA,2x/4x,domestica,NA,1,1,1,1,1,1,1,1,1,NA,NA,NA,PI,589206
MalGBS_P1_B04_8297,Green_Peak_McIntosh_2-2-4-4,8297,NA,2x/4x,domestica,NA,1,1,1,0,0,0,1,1,0,NA,NA,NA,PI,589069
MalGBS_P1_C04_294443,Finson's_Orange,294443,Australia,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,large,PI,392307
MalGBS_P1_D04_8244,Earlibrite_Delicious,8244,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589068
MalGBS_P1_E04_11165,Hall_Keeper,11165,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589187
MalGBS_P1_F04_6460,Black_Gilliflower,6460,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,small,PI,588973
MalGBS_P1_G04_140216,Mottais,140216,France,2x,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,large,PI,162735
MalGBS_P1_H04_9860,Boiken,9860,Germany,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,firm,large,PI,589134
MalGBS_P1_A05_24944,Golden_Delicious,24944,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,1,NA,NA,NA,PI,590184
MalGBS_P1_B05_7098,Sweet_McIntosh,7098,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589020
MalGBS_P1_C05_133883,Renown,133883,United Kingdom,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,131081
MalGBS_P1_D05_600334,NA,600334,NA,2x,prunifolia,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613926
MalGBS_P1_E05_8456,Geneva,8456,NA,NA,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,589079
MalGBS_P1_F05_12216,F-2,12216,NA,2x,fusca,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589220
MalGBS_P1_G05_11987,Redfield,11987,NA,2x,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,589211
MalGBS_P1_H05_24681,Golden_Pippin,24681,NA,2x,domestica,Other,1,1,1,1,1,1,1,1,0,green,soft,large,PI,590129
MalGBS_P1_A06_25011,Co-op_14,25011,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,590199
MalGBS_P1_B06_14716,Alpha_68A,14716,NA,4x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589327
MalGBS_P1_C06_24944,Golden_Delicious,24944,United States,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,590184
MalGBS_P1_D06_251447,B-87,251447,NA,2x,prunifolia,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,337434
MalGBS_P1_E06_24691,Isle_of_Wight_Pippin,24691,France,2x,domestica,Other,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,590131
MalGBS_P1_F06_134608,Tchistaikovka_No._3,134608,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,soft,small,PI,135499
MalGBS_P1_G06_11356,Dermen_Paragon_3-6-6,11356,NA,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589193
MalGBS_P1_H06_600314,NA,600314,United States,2x,fusca,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613895
MalGBS_P1_A07_134074,Rambourg_d'Automme,134074,France,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,132276
MalGBS_P1_B07_200486,Hoover,200486,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,265302
MalGBS_P1_C07_94238,Mal't_Bagaevskii,94238,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,613950
MalGBS_P1_D07_24944,Golden_Delicious,24944,United States,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,590184
MalGBS_P1_E07_8346,Dabinett,8346,NA,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,green,soft,small,PI,589073
MalGBS_P1_F07_152070,Dufflin,152070,United Kingdom,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,175542
MalGBS_P1_G07_139566,Neverblight,139566,NA,NA,domestica,Cider,1,1,1,1,1,1,1,1,0,NA,soft,small,PI,161843
MalGBS_P1_H07_94226,Shtreifling,94226,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,613949
MalGBS_P1_A08_208276,Pitmaston_Pineapple_X_692,208276,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,firm,small,PI,279323
MalGBS_P1_B08_13771,Fallawater,13771,United States,NA,domestica,Other,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589294
MalGBS_P1_C08_378196,NA,378196,NA,2x,prunifolia,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,483260
MalGBS_P1_D08_2678,Lennoxville,2678,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588795
MalGBS_P1_E08_168615,Merton_Worcester,168615,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,small,PI,199009
MalGBS_P1_F08_600281,NA,600281,United States,2x,fusca,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613909
MalGBS_P1_G08_161404,Reinette_van_Ekenstein,161404,Netherlands,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,188521
MalGBS_P1_H08_9775,June_Wealthy,9775,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,NA,small,PI,589131
MalGBS_P1_A09_600301,NA,600301,China,2x,x asiatica,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613835
MalGBS_P1_B09_4499,Athabasca,4499,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,588899
MalGBS_P1_C09_24944,Golden_Delicious,24944,United States,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,590184
MalGBS_P1_D09_168807,Orei,168807,Japan,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,firm,small,PI,199531
MalGBS_P1_E09_8186,Late_Strawberry,8186,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,589066
MalGBS_P1_F09_138056,Lemon_Pippin,138056,United Kingdom,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,firm,small,PI,157731
MalGBS_P1_G09_112245,Masek,112245,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589274
MalGBS_P1_H09_6729,Nipissing,6729,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,148496
MalGBS_P1_A10_17183,Braeburn,17183,New Zealand,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589442
MalGBS_P1_B10_600333,NA,600333,NA,2x,prattii,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613925
MalGBS_P1_C10_24781,Delawine,24781,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,small,PI,590147
MalGBS_P1_D10_600264,NA,600264,United States,2x,angustifolia,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613878
MalGBS_P1_E10_171048,Keegan's_Crab,171048,United Kingdom,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,203814
MalGBS_P1_F10_95205,NA,95205,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,644166
MalGBS_P1_G10_287737,Yellow_Arkad,287737,Former Soviet Union,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,NA,small,PI,383526
MalGBS_P1_H10_20403,PRI_1472-3,20403,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589801
MalGBS_P1_A11_112255,RMJ_102,112255,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589280
MalGBS_P1_B11_200183,Red_Belflower,200183,Yugoslavia,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,264692
MalGBS_P1_C11_24875,Shamrock,24875,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,large,PI,590162
MalGBS_P1_D11_18045,Calvil_Crymskiy,18045,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589557
MalGBS_P1_E11_133985,Reinette_Jaeghers,133985,NA,3x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,131561
MalGBS_P1_F11_24669,Fenouillet_de_Ribours,24669,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,small,PI,590126
MalGBS_P1_G11_189018,Mingan,189018,Spain,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,244724
MalGBS_P1_H11_21651,NA,21651,NA,2x,x asiatica,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589878
MalGBS_P1_A12_12708,Peck_Pleasant,12708,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589240
MalGBS_P1_B12_152072,Nehou,152072,France,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,175544
MalGBS_P1_C12_12881,Jay_Darling,12881,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589245
MalGBS_P1_D12_133236,De_Flanders,133236,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,127358
MalGBS_P1_E12_128323,Frogmore,128323,United Kingdom,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,small,PI,104790
MalGBS_P1_F12_132778,Feys_Record,132778,Germany,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,125686
MalGBS_P1_G12_17856,Schoner_aus_Miltenberg,17856,Germany,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,589530
MalGBS_P1_H12_600320,NA,600320,United States,2x,fusca,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,613902
MalGBS_P2_A01_257101,Alkmene,257101,Germany,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,344547
MalGBS_P2_B01_254288,Blahova_Oranzova_Renetor,254288,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,small,PI,341067
MalGBS_P2_C01_180682,Boskoop_Rouge,180682,NA,NA,domestica,Other,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,224547
MalGBS_P2_D01_17220,Norcue,17220,NA,NA,domestica,Other,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,589447
MalGBS_P2_E01_134822,Euzia,134822,Switzerland,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,137042
MalGBS_P2_F01_239420,Reinette_Da_Mana,239420,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,small,PI,322032
MalGBS_P2_G01_168846,Oratia_Beauty,168846,New Zealand,NA,domestica,Other,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,199692
MalGBS_P2_H01_378191,Priam,378191,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,small,PI,483255
MalGBS_P2_A02_152073,Royal_Jersey,152073,United Kingdom,2x,domestica,Cider,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,175545
MalGBS_P2_B02_11012,Megumi,11012,Japan,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,soft,small,PI,589177
MalGBS_P2_C02_7625,Golden_Delicious_(Smoothee),7625,NA,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589041
MalGBS_P2_D02_11766,Hubbardston_Nonsuch,11766,United States,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589202
MalGBS_P2_E02_189946,Kidd's_Orange_Red,189946,New Zealand,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,247026
MalGBS_P2_F02_216949,Toko,216949,Japan,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,firm,small,PI,287529
MalGBS_P2_G02_128338,Signe_Tillisch,128338,Denmark,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,105132
MalGBS_P2_H02_13121,Pumpkin_Sweet,13121,United States,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589257
MalGBS_P2_A03_133128,Mr._Prothero,133128,United Kingdom,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,126887
MalGBS_P2_B03_233410,Goldjon_Carlone_(No._35F),233410,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,312811
MalGBS_P2_C03_22335,Crown_Prince_Rudolf,22335,Austria,NA,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,589963
MalGBS_P2_D03_7081,Cimitiere,7081,France,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,NA,soft,small,PI,589018
MalGBS_P2_E03_133811,Cole,133811,Australia,NA,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,129820
MalGBS_P2_F03_22361,Puregold,22361,United States,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589966
MalGBS_P2_G03_128378,Reineta_do_Caravia,128378,Spain,2x,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,105524
MalGBS_P2_H03_165073,Benitts_Roter_Finkenwerde,165073,Germany,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,194096
MalGBS_P2_A04_134036,Reinette_Jaune_de_Butzel,134036,NA,2x,domestica,NA,1,1,1,1,1,1,1,1,0,green,soft,small,PI,131978
MalGBS_P2_B04_140201,Colozette,140201,NA,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,NA,firm,small,PI,162712
MalGBS_P2_C04_134669,Oporto,134669,NA,2x,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,136020
MalGBS_P2_D04_103901,Yellow_Delicious,103901,United States,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589856
MalGBS_P2_E04_184097,Camuzat,184097,Spain,2x,domestica,NA,1,1,1,1,1,1,1,1,0,green,soft,small,PI,231939
MalGBS_P2_F04_134083,Adersleber_Kalvill,134083,Germany,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,132758
MalGBS_P2_G04_139523,Doucet_Rouge,139523,France,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,161760
MalGBS_P2_A05_13765,Early_Banta,13765,United States,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589293
MalGBS_P2_B05_134730,Peau_de_Vache,134730,France,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,136489
MalGBS_P2_C05_208278,Reine_des_Reinettes_x_1700,208278,NA,2x,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,279326
MalGBS_P2_D05_23661,Greensweet,23661,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,firm,large,PI,590086
MalGBS_P2_E05_8814,Loop_Red_Spy,8814,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589096
MalGBS_P2_F05_12421,Hunter_Spartan_2-4-4,12421,NA,2x/4x,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589231
MalGBS_P2_G05_22368,Lurared,22368,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589967
MalGBS_P2_H05_257102,Auralia,257102,Germany,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,344548
MalGBS_P2_A06_139575,Langworthy,139575,United Kingdom,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,red,soft,small,PI,161851
MalGBS_P2_B06_132689,Apfel_aus_Grunheide,132689,Germany,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,soft,large,PI,125223
MalGBS_P2_C06_133237,Teint_Fraise,133237,France,2x,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,127370
MalGBS_P2_D06_189942,Cox's_Orange_Cherry,189942,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,247022
MalGBS_P2_E06_9226,Melba,9226,Canada,NA,domestica,Other,1,1,1,0,0,0,1,1,0,NA,NA,NA,PI,589112
MalGBS_P2_F06_331988,Egri_Piros,331988,Hungary,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,437052
MalGBS_P2_G06_187593,Pommier_Llorca,187593,Algeria,2x,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,240817
MalGBS_P2_H06_196166,Greenmeadows_Cox's_Orange_Pippin_No.1163,196166,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,256108
MalGBS_P2_A07_431936,Drakenstein,431936,South Africa,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,537000
MalGBS_P2_B07_149818,BV_III_33.8,149818,NA,NA,hybrid,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,PI,172612
MalGBS_P2_C07_189943,Cox's_Orange_Otago,189943,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,247023
MalGBS_P2_D07_99630,Kizil_alma_826,99630,NA,NA,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,30327
MalGBS_P2_E07_197623,Pepin_Shafrannyi,197623,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,259452
MalGBS_P2_F07_9878,Golden_Noble,9878,England,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589135
MalGBS_P2_G07_2778,Antonovka_Zheltaia,2778,NA,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,588800
MalGBS_P2_H07_18362,La_Paix,18362,Belgium,2x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,589598
MalGBS_P2_A08_138058,Pine_Golden_Pippin,138058,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,soft,small,PI,157734
MalGBS_P2_B08_135322,Rougemont,135322,United Kingdom,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,141243
MalGBS_P2_C08_11331,Starking,11331,United States,NA,domestica,Other,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589192
MalGBS_P2_D08_13843,Red_Paducah,13843,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,589304
MalGBS_P2_E08_19463,Early_Bird_Red,19463,Canada,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,589713
MalGBS_P2_F08_22350,Sinta,22350,Canada,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,soft,large,PI,589964
MalGBS_P2_G08_5648,Bonum,5648,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,green,firm,large,PI,588946
MalGBS_P2_H08_132770,Surpasse_Frequin,132770,NA,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,125566
MalGBS_P2_A09_331975,Budagovsky_57-233,331975,NA,NA,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,437039
MalGBS_P2_B09_11021,Black_Ben_Davis,11021,United States,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,589178
MalGBS_P2_C09_7311,Oswego,7311,United States,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589028
MalGBS_P2_D09_140217,Peau_d'Ane,140217,France,NA,domestica,Cider,1,1,1,0,0,0,1,1,0,NA,NA,NA,PI,162740
MalGBS_P2_E09_17879,Blahova_Ruzena,17879,Czech Republic,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,large,PI,589532
MalGBS_P2_F09_138055,Crawley_Reinette,138055,United Kingdom,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,157728
MalGBS_P2_G09_134827,Bellefleur_Double,134827,NA,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,137090
MalGBS_P2_H09_149812,BV_82.10,149812,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,firm,small,PI,172608
MalGBS_P2_A10_14729,Antonovka_Polutorafuntovaya,14729,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,soft,large,PI,589329
MalGBS_P2_B10_133183,Zigeunerinapfel,133183,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,red,soft,large,PI,126998
MalGBS_P2_C10_23380,Benham,23380,United States,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,590027
MalGBS_P2_D10_7658,Bietigheimer,7658,Germany,NA,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589043
MalGBS_P2_E10_7553,Paragon,7553,United States,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,589039
MalGBS_P2_F10_254931,Jakob_Fischer,254931,Germany,3x,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,341744
MalGBS_P2_G10_19525,Stroming,19525,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,589724
MalGBS_P2_H10_24813,Kitanosachi,24813,Japan,NA,domestica,Other,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,590154
MalGBS_P2_A11_136935,Hybride_aus_Mlejewo,136935,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,154160
MalGBS_P2_B11_198143,San_Juan,198143,NA,NA,domestica,NA,1,1,1,0,0,0,1,0,0,NA,NA,NA,PI,260002
MalGBS_P2_C11_132695,Venus_Pippin,132695,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,soft,large,PI,125273
MalGBS_P2_D11_140209,Damelot,140209,France,2x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,162722
MalGBS_P2_E11_172765,Clear_Heart,172765,Ireland,2x,domestica,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,206022
MalGBS_P2_F11_331997,Aivania,331997,Bulgaria,NA,domestica,NA,1,1,1,1,0,0,1,1,0,NA,NA,NA,PI,437061
MalGBS_P2_G11_140132,Doux_Tardif,140132,France,3x,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,162547
MalGBS_P2_H11_23435,NA,23435,NA,2x,floribunda,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,590035
MalGBS_P2_A12_17816,T-3913,17816,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,589525
MalGBS_P2_B12_168734,Padley's_Pippin,168734,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,soft,small,PI,199420
MalGBS_P2_C12_19023,Tale_Sweet,19023,NA,2x,domestica,Cider,1,1,1,1,1,1,1,1,0,green,soft,small,PI,589691
MalGBS_P2_D12_169337,Saint_Martin,169337,NA,NA,domestica,NA,1,1,1,1,1,1,1,1,0,red,firm,small,PI,200781
MalGBS_P2_E12_18969,Arthur_Turner,18969,NA,NA,domestica,Other,1,1,1,1,1,1,1,1,0,NA,NA,NA,PI,589686
MalGBS_P2_F12_132250,Pres._Descours-Desacres,132250,NA,NA,domestica,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,PI,122620
MalGBS_P2_G12_132785,Grise_Dieppoise,132785,France,NA,domestica,NA,1,1,1,1,1,1,1,1,0,green,firm,large,PI,125746
MalGBS_P2_H12_9428,Kimball_McIntosh_2-4-4-4,9428,United States,2x/4x,domestica,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,PI,589122
