Taxa	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
599	-17.232376	31.145008	10.873789	-7.934037	4.2518005	-4.361087	9.295156	2.4625008	-6.9829593	-9.450066
602	2.3318992	33.809647	6.4752393	13.799519	3.9347677	-7.3441076	9.971401	1.4521283	4.4845366	-6.9124036
609	-4.320034	37.673145	6.2164326	14.686598	3.6096013	-8.282411	13.491358	2.2774446	7.016558	-4.9391375
610	9.503148	-2.8619084	-3.700072	-5.9265447	9.915213	-1.8181409	2.4044082	-1.8434482	-3.9094298	3.1894395
611	-17.51379	34.11975	11.257041	-7.193248	5.5752325	-2.3464882	9.364924	5.5544004	-7.4420047	-10.003325
612	-22.316288	36.39714	7.002339	-4.4373927	7.7843475	-5.136599	14.33657	6.360614	-4.5787807	-8.741683
614	-22.081823	31.730541	9.349434	-10.6251745	-0.2668151	-3.651548	15.503076	4.0972652	-7.314391	-8.950028
615	-21.264698	10.749479	-3.5090141	-1.5232997	0.03748786	-5.3885884	-9.774909	-0.55991584	-6.2056384	2.5362394
616	13.216042	10.49198	-0.4304168	-4.379139	5.671441	1.0650834	1.1570475	2.5662026	-3.1011784	-2.2389085
617	-3.9982445	14.953388	3.2044213	2.6484594	0.14540727	1.1960971	-5.6181183	9.463542	7.0471134	8.077845
620	14.645284	15.446276	-0.86028296	-18.113308	10.745843	-5.5901976	-3.3203838	-2.303988	-2.8856564	5.8931794
621	-15.933824	15.487409	-7.641424	-8.874679	-0.5883979	-1.5438124	-10.7428255	-8.025367	-5.2739596	-5.127493
624	22.85437	14.947696	-3.6489546	-15.771312	6.7367244	-4.131002	-1.3519471	-3.89614	-0.4239336	-2.1854343
628	-20.80117	38.22682	3.7748928	-4.888012	1.0461487	-2.7901807	7.2136955	6.351828	-5.794914	-11.1868
629	15.077977	-2.6650326	0.66258043	-12.1756735	6.8363647	-7.1926556	4.2729583	-1.0876434	-2.596503	2.6796777
630	-17.139025	23.835308	9.456415	-0.4569219	5.9316773	-8.190638	-2.037293	-0.82246304	5.136101	0.27725393
632	11.34198	-5.393103	-1.2780844	-4.689774	12.059633	-0.80737257	4.822994	-2.6814342	-5.839611	4.1870966
634	-14.323544	24.647547	2.1785018	-6.234595	1.7493486	1.3533784	9.647003	8.04429	-5.357162	-8.864878
638	-16.04172	12.681889	11.425236	-3.2864966	-3.3828754	1.9052806	1.1825219	1.6254438	-1.9529425	5.7475257
641	12.616421	2.183857	11.482934	-9.909549	7.5632634	-11.40684	-1.1998278	0.40585548	-5.059137	-3.7279832
642	19.15523	1.4486129	6.996254	-14.208161	9.967378	-13.970872	-4.091036	1.6009504	-2.7113848	-2.0712268
643	-1.9180012	5.797574	15.48544	-3.793477	0.44108585	-13.100495	-2.6568263	-5.258559	-3.3100135	0.598832
647	-18.589228	15.158952	4.178186	-5.6224236	-7.4264812	0.5822523	-2.498543	-0.7086565	-4.178997	0.18342629
648	-9.333629	8.351397	10.818766	-5.9645796	-8.346713	2.6265178	8.138837	0.09576755	-12.5654745	3.2727823
649	-8.579339	-15.095015	-8.277143	1.120681	9.6896515	1.2554735	-6.909461	-9.597615	-4.2886314	-1.2594436
651	-3.9159548	-6.30638	-3.8015347	-0.29693154	6.310522	1.2510586	-4.9832606	-4.6474123	-1.6742011	-1.9796555
652	-16.633165	29.476143	7.6741023	4.0153704	13.346127	-6.1879506	-1.78469	0.9673533	1.2360616	-1.7528193
653	16.97353	-3.8528588	-1.2031251	-14.181912	9.678406	-1.5142343	7.2114925	4.589321	-2.6494884	4.7677007
654	41.200844	8.737329	-20.118958	-2.1954958	-6.9831524	-10.750155	2.143294	-1.3171638	2.375513	4.2940454
657	-11.630775	12.526198	1.2652324	-1.5043544	1.8228205	2.4518392	-3.777226	-2.2851498	-2.214788	-5.0111
658	4.966518	-0.33734372	4.514311	2.022245	5.0997653	7.474375	-4.9817257	17.388927	0.08312233	11.9149475
659	-15.581258	13.937287	11.588043	-3.7813473	-2.9231505	1.9568208	1.0538601	1.4079254	-0.745507	4.049032
660	-6.0852723	3.2072217	23.655956	-3.3236449	2.2658591	-22.404186	-3.7729769	-5.644095	-4.307398	0.88192326
662	2.7255979	-8.269462	26.435808	-1.6529989	-6.807013	-10.545999	-3.7514033	-3.6621423	-10.595048	1.5491614
668	-4.1666512	9.112276	-4.2482905	8.419304	-8.739508	1.9526955	0.22299823	3.1053097	-9.946661	-5.5787015
672	-17.594328	12.212781	-10.505891	-7.4779634	-3.3433523	-1.527245	2.8434389	6.023819	-2.2377067	12.590595
673	-15.431016	9.636091	-0.6329511	-1.1727068	5.0613146	-4.2418914	-10.379038	10.081379	13.991237	14.784919
674	-9.601307	13.438563	5.888211	0.21325557	-6.0502124	3.572086	-7.563867	-8.471256	-16.914543	-1.8743658
675	9.249465	6.5669627	-12.017027	-15.219037	4.1836987	-1.1325091	-2.653365	-3.0416946	-5.021553	-7.1603274
677	-16.53941	10.922217	-8.61434	1.2016792	8.406567	-6.544228	-21.98831	-3.4763358	-5.7279296	2.536977
678	-16.790918	14.189777	1.6350719	-0.38938388	8.965397	-3.9353979	-17.02369	5.5327587	9.817906	8.944504
679	-16.70304	12.034236	-1.0257849	-3.938898	2.0880277	-2.081092	-9.836704	7.097512	15.9798565	9.53446
680	-18.108978	13.107052	-10.462188	-8.417013	-3.6184902	-1.4443789	2.66857	5.7726097	-1.3181055	11.875738
681	-17.083225	17.510382	-3.5533173	-0.6449098	1.3913183	-6.685171	-14.92924	-4.2513804	-3.0987294	1.6916438
682	-13.291696	30.997063	6.261558	-1.5595971	-0.5981871	0.49205208	2.2547348	-0.2775378	-3.9641042	-12.4231615
685	-14.48436	25.337715	4.0605474	-0.059180614	4.885361	2.1668897	1.2882357	-1.0989443	-3.7277884	-3.3553307
686	-9.895174	15.020865	5.3873987	-1.2650521	1.35225	1.0787631	-6.0946465	17.13734	13.445586	18.780687
687	17.324862	-1.5604695	-5.4493327	-12.746308	0.7333887	0.4677985	-4.126704	-0.024531152	-9.41092	-5.807699
688	-22.909569	-2.9899104	-8.680432	-5.27036	-14.992739	-4.100909	-6.732556	3.4121087	-13.004284	5.7582884
690	-1.3060749	-2.5688295	7.9627566	-3.3749683	-22.273138	14.509905	-18.755562	-11.431255	3.6231475	-0.4011749
695	-3.5100904	10.188183	2.6745517	2.000917	3.0909557	3.6048841	-0.7671089	2.7621384	0.5195841	-4.1049843
698	5.6091337	19.939686	-6.5904098	-7.5129128	10.730654	-6.0963416	-8.241508	-10.61578	-14.953922	-8.560784
700	5.539198	-3.905845	0.31468523	4.493416	-3.684938	11.5749655	-32.126064	11.580316	-0.40966257	12.794661
702	11.115505	4.0466933	-7.3991013	4.0087733	-1.0266972	1.8806821	9.117363	-7.896885	-17.69867	-7.5108232
703	13.501629	-2.4879727	6.851638	7.1001067	8.082098	12.948878	-4.067015	16.330454	7.236327	-13.16864
704	-4.348022	-6.508855	-7.1229496	-0.29029438	-6.7936163	0.97732973	1.9659411	-13.9102335	-9.864823	-8.726064
705	5.2101994	-11.189804	-2.8049922	5.0107694	6.444154	11.074784	-11.154251	22.595518	1.6081799	18.781063
706	0.20691049	-3.221966	9.079414	2.7854497	-15.23493	16.632935	-20.676632	-13.590039	-3.586026	1.9138445
707	-4.104091	-2.3956017	6.562503	-3.4542773	-22.643614	17.749018	-13.540399	0.05974812	12.65458	-2.360313
708	15.17209	0.34971115	30.582205	0.17649041	-31.874386	33.492397	-15.698439	-15.563129	6.0492134	-3.4623597
709	-22.740509	-10.079242	-19.766676	-7.1052837	-11.565795	-3.0286841	2.8912518	3.98668	2.4929447	-0.46312383
710	-1.9057194	-11.565607	3.9433422	0.582816	6.3592696	-4.431438	-12.087375	4.4981027	-0.7628954	-5.1781783
711	-5.3430653	-4.863613	-3.5543385	8.085721	5.1155367	-4.669241	-5.219608	-3.3916783	8.342662	-0.46876734
712	31.015179	10.194056	-20.282278	41.645187	-23.148378	-21.940973	8.518734	2.114762	8.066945	-0.605148
713	-6.761653	-10.919616	25.580761	-14.302223	-21.250586	-5.913743	5.191153	3.2176828	-5.2392893	7.44404
714	-7.4781137	-8.460867	-10.957559	4.173313	5.481362	-1.9663951	-1.0585593	-7.5608807	3.5793226	-5.451054
715	-6.20627	-18.408592	24.511412	-7.0357556	-0.6489258	-21.99305	0.051271178	1.6818871	-1.5293213	-2.2403286
716	5.874265	-10.289147	-2.3819432	4.9814067	6.5165796	11.661483	-11.773097	22.158613	3.203418	16.759314
717	-1.3867667	5.316334	-22.426744	13.275262	-27.971605	-10.950247	17.634537	8.975557	-1.6556144	-7.7505703
718	-0.31544977	-15.524695	21.778915	0.007481318	7.538221	-17.13482	2.9835575	4.9711595	-5.024761	2.5209854
719	17.444136	6.5134478	-9.68106	15.151956	-21.743715	-2.8672442	3.7261698	-0.5738866	8.788618	3.965274
720	1.6680186	-24.734089	48.603313	-6.4181185	-1.2805676	-32.888893	1.8687772	3.3728278	-0.6403906	8.40245
722	10.524629	-0.4566543	-0.07486057	-2.4238603	5.7754264	1.4482414	5.959257	3.740813	-19.263268	-9.551869
723	-2.0327916	-9.5346775	-5.7968826	6.58686	11.924162	6.90871	2.775	-14.347049	4.511633	-1.354213
724	-6.7305064	-10.518201	-2.9260564	0.2653495	8.374865	8.244564	9.658894	-6.39949	13.357827	10.814295
725	10.170542	-2.4469442	17.844093	1.8049701	-11.544843	20.643627	-6.6712627	-4.6472583	4.8606567	-8.403825
726	8.027855	-6.3222623	6.3806806	7.4923277	9.227277	8.594983	1.9937204	1.3273518	-1.0853692	-11.087959
727	-9.449848	-12.8452635	17.95993	-3.1177564	4.98933	-11.118204	0.2550254	-2.083744	6.929173	5.5329504
728	3.6977062	-12.581282	3.301785	8.534329	11.619661	8.246953	0.06989722	8.227091	2.4730988	-15.884876
729	-21.764536	22.168547	-0.017902154	-2.4048722	5.863825	-6.592706	-12.635944	-11.012565	6.678949	1.4731354
730	-26.05061	-16.274155	-17.682308	-8.573633	-15.462881	-8.722265	-2.977878	2.551171	9.535676	-1.6907275
731	-11.056748	-5.8582406	-6.879311	-2.3241458	9.782926	5.982654	7.386932	-10.175615	-0.6209481	8.432554
732	0.92179775	22.447666	7.376101	7.2368307	17.01624	1.5399677	-4.7291365	8.745825	7.506405	-5.7440233
733	6.7650986	-13.005672	6.0830374	9.4811945	9.794255	7.2543535	5.99863	10.464042	7.1085143	-19.071247
737	-17.25392	17.92921	-2.7641008	3.33116	8.846682	-6.241806	1.8522277	0.107890695	8.955504	-6.6706204
738	13.225453	-10.555125	10.4614105	4.587479	4.5873275	13.304209	3.3000278	11.508169	2.1226795	-15.822019
739	24.838598	2.7928908	-10.389381	-26.098625	-6.2467623	6.276431	4.9237957	0.5613961	-2.061639	6.331712
740	-5.1096606	-6.36712	-0.9923285	8.637876	14.348982	3.1033826	4.519393	-6.9390974	-1.8935077	10.141782
741	-0.95211095	-6.4549375	-2.6729908	5.10229	8.559065	5.5801215	10.04654	-8.863677	5.5574594	7.948134
742	-16.56376	-10.264438	-10.872546	-1.2354109	-3.837623	-4.774529	-8.237363	-3.246208	-0.045715902	-3.1490772
743	-2.7038386	-9.220657	-4.076075	5.3944125	3.0783093	-1.5221651	-3.4187167	-0.83749604	-7.7667007	-5.4697323
744	-18.190691	8.490069	12.865241	-4.5088987	3.04365	-8.463898	1.0622516	1.0630119	13.689573	15.379612
745	37.0802	4.4922037	-21.490564	4.5729647	-8.33965	-14.922154	-3.3326957	1.1257735	-0.695146	-6.1656127
746	-2.1119595	-14.381779	7.3724446	2.8572931	6.707038	-4.6800556	11.726334	-2.9681034	-0.90440786	0.6289317
749	-16.878748	-8.077823	-17.116436	-0.5942757	-2.0497324	-4.4450936	-7.0981936	-8.764765	-10.907311	2.6441336
751	-20.462704	-8.357966	-17.200953	-5.9475846	-12.161057	-5.7203574	-3.3816082	2.5794477	5.7242107	-2.5595005
752	37.25487	5.0737257	-8.751908	-8.625677	7.11304	-1.8638935	5.9886465	-3.6038132	0.41633803	4.3292055
753	-0.51340044	16.665846	-0.15256548	4.788587	14.526251	2.87288	-20.558857	18.785954	7.8578568	17.256203
754	38.908737	2.8370292	-19.52635	2.284935	-3.792566	-10.003697	5.100498	-0.006701935	0.38175476	2.8279464
755	8.1090145	-15.457548	40.974632	-4.337425	-10.798562	-12.792761	-3.258646	-3.157208	5.3035164	0.9759231
756	-27.939447	-8.732426	-17.036182	-10.959771	-19.81125	-6.7283874	3.6682525	4.096908	-0.7215304	-5.347421
757	0.47088382	-10.110533	4.382248	7.3601003	7.102267	-2.9047678	9.816054	-3.431677	-1.6402688	0.67459655
759	-7.9139056	-10.759579	-10.512021	3.5111055	-0.8269485	0.26047423	-1.9549867	-2.5708117	4.653386	-10.177637
760	10.239723	-6.4040723	11.972656	4.9386144	-10.391861	10.714377	3.7823985	4.25268	2.5846488	-5.208768
761	-2.7423615	-11.754018	-7.204507	3.6336505	13.957732	13.8265505	16.83748	-10.564776	5.794336	5.9026656
762	14.357636	2.8839195	-5.2292776	4.4868546	-0.42178902	-4.676835	10.802934	3.5750844	-1.5164251	-1.180498
763	-1.2784194	-9.380272	1.9177097	0.64674574	6.270226	2.1531577	5.6395197	-3.1172633	-7.2594404	1.4152905
764	-2.956181	-7.2472386	1.4749982	5.8501453	5.353433	-1.6089399	5.2273793	-0.86793023	3.8853192	1.9849705
765	16.784157	-10.777046	2.644069	-2.246444	4.239239	-1.4322608	0.9459528	6.629359	-5.642057	-14.369179
766	6.504728	-8.104173	-0.66217285	-3.4542756	3.363788	-1.3326759	-0.9944375	2.9359453	0.40232608	-7.5961246
767	10.979316	0.936727	-9.992616	21.085201	-5.469855	-2.5102994	8.689005	-2.4373186	-1.0574224	-2.7124171
768	-7.8869376	-10.492189	-9.973735	2.2368262	10.333536	8.777553	11.706938	-8.072533	-0.8039785	9.601562
769	21.791279	-5.249334	-3.3225985	-1.4600848	-5.6732073	-14.133246	-1.979746	-7.35216	-3.8986192	3.0221336
770	4.447375	-8.276114	2.4088886	1.1377751	-1.2306609	0.4487279	-0.20682892	-0.8058868	-12.934638	-0.43408
771	31.721596	0.17199151	7.051427	-22.631052	-11.436273	16.170982	-12.050437	-11.9118805	6.676635	5.031809
772	-22.430656	-10.312048	-14.898414	-1.4096881	-12.945523	-8.189267	1.346976	-1.6123154	10.785544	4.233488
773	-28.720436	-11.583824	-9.44678	-6.740174	-13.389405	-6.5190816	-6.0339518	-1.7977294	7.2358303	3.5344188
774	-6.147329	-4.543857	-2.6908321	-7.673316	-23.828829	10.699971	17.2622	-0.05436607	-5.944981	7.150359
775	-11.941261	-9.459884	-9.571092	8.456069	3.5522676	-8.1281185	-21.18746	-4.1156945	-12.391872	2.8141012
776	-1.15989	-7.2228475	2.801232	3.184202	7.6368666	7.5272393	13.466206	2.9080138	1.6845425	4.8769155
777	10.629907	-6.857709	-1.2606775	7.734179	8.051727	13.996706	-20.099777	44.58754	7.8679523	24.785374
778	-11.5754795	10.243026	-2.838457	5.2275815	6.8525977	-0.7661426	-13.69478	-9.386769	4.9900956	5.087053
779	-4.067388	1.2683362	-2.2033691	0.68740505	-1.496876	0.11211596	-1.7109408	-6.3598666	-6.3409066	-3.3519306
780	-23.308393	8.511694	-6.8794594	-12.582981	-11.653907	0.0638889	8.778317	10.254732	3.1765203	1.2135679
781	-3.3225172	-1.6938722	-7.4146614	-0.34486255	11.056961	3.645356	8.43023	-5.972726	4.9920917	4.032909
782	-19.543337	-8.257509	-17.481121	-6.284704	-9.344726	-5.4483275	-3.9068336	-4.428622	6.5516963	-1.6761633
783	5.1479845	4.064507	13.930325	3.9235222	2.1118116	7.2332435	5.663868	-1.6316216	-37.17982	10.636901
785	-3.0659676	-11.3035555	-4.8228984	-0.08644071	11.939421	2.836387	-0.6581268	-6.275519	-10.24013	2.0352345
786	30.370434	7.581669	-4.0690985	-19.362963	9.911642	0.78728056	-2.9758005	-6.352091	-17.329626	5.178882
787	32.82237	4.4924684	-16.369541	-7.446164	2.28703	-5.0330667	4.3515463	-5.066941	0.23688	-0.6257034
788	3.0997229	-7.652157	3.3420906	2.13778	6.5184507	5.993015	7.4779954	0.52713746	-5.5279365	-3.5434124
789	-0.42563015	-9.636061	-0.7412712	4.7344246	10.97793	1.0000921	3.4562163	-4.6345162	3.2525275	0.52744406
790	-4.757164	-10.698182	-3.1559114	5.432098	3.097832	4.6537466	-0.13464935	-6.9594774	2.9710586	-9.478937
791	4.561957	3.9861138	13.847818	4.560908	1.8268371	7.1335707	5.826511	-0.9486936	-38.938744	11.798513
793	-14.280028	-11.58694	-16.011946	6.1051826	2.807658	-7.177929	-25.44398	-9.913005	-11.4504385	3.3054743
794	-7.801466	-13.769432	1.7584327	2.404954	10.053198	4.8649797	7.6540275	-12.554053	8.413135	6.6501017
795	-4.45007	3.0644257	1.6281106	-4.3080482	-20.45886	13.39004	-6.0607305	1.5436817	-16.399855	0.9702533
796	31.566183	1.7159628	5.9788394	-19.523888	-11.276668	16.99634	-7.174091	-2.9155755	7.1331625	-6.1943254
797	27.111832	8.756558	2.7663968	21.623655	-12.457636	-6.613729	3.3106937	10.446587	4.2440085	-1.2649995
798	3.3432727	-4.922423	-4.519706	6.026269	-1.5715506	2.1048846	-0.7049269	-5.6132145	-17.802387	-12.254036
799	-6.743177	-4.9959083	-0.702128	0.72673094	11.11964	-0.6127233	-1.2914405	-1.3062389	-3.582226	-0.5418059
800	-5.2026415	-9.678451	-4.939167	9.5707	2.5634613	2.4595942	-16.549812	21.150696	-2.2136364	12.357908
801	-23.239447	-8.5092325	-18.869757	-8.3094635	-11.632015	-2.0806746	-1.3181775	0.08189419	11.378028	2.8063693
802	-8.165506	-7.7584066	3.018466	5.555087	1.5758688	2.346223	2.807224	-2.5914176	-1.4581649	-4.1001472
803	34.266117	3.0674286	-15.399548	-6.0293217	1.8314213	-3.4993484	3.157104	-3.151063	6.317556	-4.9362473
804	11.104581	-5.606173	-0.50740176	7.635246	7.999893	13.918191	-20.910137	44.2925	9.867871	23.072964
806	0.093488485	-7.321619	-2.0027351	11.635069	8.739202	8.367416	4.1837792	0.786201	0.16006961	-1.2050169
807	15.053583	0.35340098	30.666353	0.098857336	-31.610985	33.264137	-15.691073	-15.749013	5.854377	-3.9292917
808	26.842209	8.031094	-4.1191845	28.227852	-19.300417	-0.65053344	2.1610537	-1.8420383	13.425804	-1.9161518
809	13.815443	0.4867418	7.826576	-8.067766	-4.700931	9.52464	-10.025809	-6.3438435	4.620043	-2.5848715
810	-29.632277	27.330395	-0.37830856	-9.162934	2.2980084	-5.5739574	3.0249503	5.1916995	16.694546	10.1042795
811	-17.6318	-9.711845	-11.126014	-3.6671226	-6.7504754	0.82532	-0.49837738	-7.520051	4.199222	-3.934381
813	21.091219	7.1105256	10.633999	13.96092	-18.219215	10.984334	1.9099525	-7.3700657	9.7822	-1.2620174
814	6.283103	-5.912998	10.710401	4.218123	1.5077248	7.440154	3.2951217	4.4412484	0.9821354	-0.62311393
816	15.238129	0.15961088	30.40701	-0.06634022	-31.683014	33.17605	-15.561322	-15.795633	6.428903	-3.567484
817	38.637733	5.4179916	-17.910501	-0.8721622	-7.351484	-13.193788	2.0178134	-4.611771	2.5888011	1.3707595
818	-6.9081626	-9.0216465	-11.577417	9.234863	2.8421164	-4.5414195	-17.383701	-6.629855	-4.910182	0.0612977
820	-2.0249448	-4.1618266	-4.5895567	8.057489	8.390168	8.320086	5.4775143	-6.5260715	6.666954	-4.6705947
821	6.2281175	-4.639952	9.672068	7.172361	8.357879	7.876385	5.113956	9.172806	-3.0584168	-13.641996
822	-10.571117	-6.9775667	-8.885601	3.0582962	0.39856976	0.31910723	-3.6208167	-5.2359385	6.9826865	-9.460835
823	-23.121801	-3.1476572	-14.233791	-13.510164	-18.084362	3.0114348	15.486	9.089194	-12.9644	2.0998068
825	-13.746691	14.937448	2.3696764	-7.838498	-11.39304	3.2407084	8.058782	-2.545144	12.89576	7.544998
826	29.489666	0.5042197	-13.173318	-17.252014	10.307308	0.28745443	-2.6203358	-2.174129	-6.1678133	1.3435987
827	-8.542104	-5.555643	-1.8579131	-3.1598856	-0.39581886	-4.3543434	1.182437	-1.5910403	2.8788123	0.7498082
828	3.472347	-6.82718	-0.72020525	6.124302	5.4297376	4.535969	-6.461065	-6.4053545	5.834756	0.7813868
829	-3.6895585	-9.8566	2.7473805	6.207686	6.1280713	-0.121319704	8.636491	-1.4090147	-6.0518284	1.5360031
830	3.7656825	-3.3816895	7.537515	10.391714	8.1182785	-0.26376298	0.4388364	10.688532	-5.8590126	-6.7022667
831	40.825687	10.034471	-18.401817	-3.6995366	-10.184656	-16.000822	-2.5648282	-2.176529	0.30846146	4.307921
832	-0.13408388	-7.5661006	3.454739	4.504709	9.989169	-1.4089108	2.2917078	-1.7474337	-6.8347774	-0.2183263
833	-0.6372216	-7.974678	0.11799991	2.6662133	2.3447428	-2.2083268	0.21681713	2.2573025	-3.7654564	3.5528116
834	-9.747042	-3.2401156	3.804883	-7.1245804	-21.384878	7.2655296	8.075783	-3.9298847	-1.2298255	-0.10218721
836	4.5393615	-18.722103	34.090435	-0.8770137	4.1179276	-21.009853	5.553948	-0.3574793	3.2926924	2.02742
837	0.9439544	-2.1229649	4.2719517	5.3820753	4.178123	-0.35303205	4.38966	-7.4104767	-9.713893	5.400049
838	7.749785	5.0108843	12.865325	4.458842	-7.135289	16.670391	-13.242446	7.917886	3.2138827	3.4758003
840	-8.919347	-12.961985	-6.472553	-5.4729996	-7.030366	5.1923594	2.3803964	3.3296356	4.7978654	-5.5402203
841	41.54007	11.908999	-21.524475	1.7900139	-8.991077	-12.293232	3.3760805	-8.596796	3.3956516	1.9289072
843	-17.967093	-7.5248904	-14.753748	1.9547021	-1.7404687	-3.302261	-14.716185	-3.47679	1.3074894	-5.659961
844	0.7192351	-4.1402774	-3.0491352	2.600835	1.085162	2.281447	10.023384	-10.233445	8.183825	-2.1501844
845	-5.076501	-6.2439723	4.9252534	4.256148	7.3141875	-1.1085967	0.298471	3.985924	-1.2169589	-1.4688593
848	-18.137814	-7.49667	-14.651684	1.8800908	-1.6299205	-3.4677699	-14.58553	-2.7856715	1.0385975	-5.128271
849	4.458331	-9.842046	5.681461	5.8312745	9.933935	5.971384	1.6576703	10.873446	-9.248536	-3.647736
850	-23.355799	-8.215672	-16.02309	-12.655372	-11.219889	-4.031434	-0.8802352	2.3604612	8.640463	3.0431244
851	-13.248131	-5.426177	-8.163603	-5.7263126	-2.6979105	2.5764859	12.554526	8.506198	-6.139128	5.767159
852	-24.625374	-7.741881	-20.21839	-9.3633585	-15.201828	-6.7340584	-8.5289135	-0.7872335	6.985669	-5.8537264
853	-27.33807	-6.9970217	-16.321001	-7.3214307	-13.3528385	-4.064275	-4.8344755	0.083357684	2.418981	2.9393759
854	49.707615	4.1829605	-18.499989	-39.62176	11.700824	-1.1599836	-5.435232	-3.9415557	1.3978078	-1.6801107
855	-8.360013	-8.8089485	-6.892178	5.0354586	9.519881	5.492961	3.64295	-7.166536	3.0882933	-2.8020835
856	6.6261554	-6.5947623	-3.4481914	9.59053	6.1863556	-3.9451344	-3.6286166	8.246351	-2.3146803	-2.0804465
857	11.595305	-2.0386267	17.417875	0.7320063	-12.675875	24.425714	-17.105404	13.3642845	7.7380953	12.926492
858	-5.5685635	-17.71759	23.456402	-4.7042065	-6.591751	-19.639078	0.7648911	1.2727692	8.950347	-5.2823343
859	-0.7374259	-1.5149117	5.41572	-1.7470967	-2.5251756	-7.5924754	1.5503978	-7.692601	-18.554287	-1.1827912
860	-11.144205	-5.642082	-5.926512	7.1736507	7.114301	1.4866287	-0.15462321	-0.72483015	1.1944324	-1.4678237
861	7.4901276	-12.383199	5.215616	7.4403644	16.296793	3.1960397	6.486585	2.7802694	-3.97566	-2.1497962
862	5.3385506	-7.5158997	6.5814414	4.9698887	2.5888448	5.202094	-1.3153926	3.7674403	-6.569728	-2.9239902
863	1.4142541	-17.3941	27.219465	-4.3315268	0.76547617	-16.858238	1.4452161	-0.44828132	-3.094258	2.922653
864	-4.134555	-16.993338	9.820086	-3.234546	0.35410684	0.8806439	-1.0142097	4.619699	3.8640528	-6.8393655
866	-17.491076	-10.3252325	-11.41573	-3.943273	-6.6925073	0.7515799	0.17094932	-6.865922	3.3351364	-1.8555981
867	-26.54741	-15.081393	-12.57272	-8.010649	-13.007599	-7.253959	-1.3051019	4.1174064	10.664091	-2.0971262
868	-6.6506624	1.2521437	5.4213448	-2.361639	-16.601177	9.228404	-1.7873191	-2.015851	7.552451	-1.596602
869	-1.5511667	-4.8057985	2.9622889	1.9096353	5.261962	0.44416118	-0.3967649	-4.0671563	-0.9700199	3.3506603
870	-1.6338319	-2.7419581	-2.8834915	-0.7662748	10.389117	1.2192824	9.658092	-6.5865974	1.583056	6.725212
871	-17.864737	19.63552	-1.1203058	0.20852935	4.345506	1.8072103	-1.7869464	-2.793829	3.5837467	-9.239353
872	-7.7818856	-7.4288473	-3.412554	-3.0168426	8.875183	7.754981	18.218365	-9.370269	2.2569795	9.658412
873	5.2127447	-17.78006	6.6834445	9.740619	15.289223	4.747399	1.7164329	15.777208	2.2199311	-13.875596
874	-3.1604218	-6.537599	1.5001594	7.3854165	4.856761	5.8390517	4.5058203	2.529497	0.10749197	-2.7858634
875	-5.9069204	-4.795411	-0.34945333	2.6582465	8.496856	3.6128573	6.250084	-1.3520163	1.2318654	-0.5217509
876	1.5157017	-3.1237164	1.2890816	7.9656105	16.100782	9.662938	5.690161	7.408525	-3.6222208	5.828118
877	2.1919768	-2.5210748	3.306276	-0.55049825	7.3529224	1.0492631	1.409939	9.534143	-2.8957663	-6.218714
878	-22.553732	-4.070506	-12.341172	-9.062603	-14.715303	1.7017117	1.3726513	12.446998	-8.862953	0.8236185
879	-20.05549	-11.983088	-16.561132	-6.063612	-6.93392	-6.340505	-5.6400647	-1.9921945	5.2644267	1.9551799
880	0.4874533	-2.9564116	-1.1738251	2.840562	0.3822461	3.4427283	4.997867	-3.4368362	-5.564937	5.4199224
881	-14.481393	13.939439	3.0832417	-0.9118042	5.467978	-6.1191707	0.17427383	1.7993293	4.1268005	8.008208
882	-7.684134	-16.595398	21.858341	-0.7065454	2.2824256	-14.496345	-5.009232	-4.782437	4.763583	4.3436084
885	10.133659	-4.8642287	22.033646	8.705032	-2.8181803	11.571398	-0.13628662	8.601761	-25.21099	0.6199225
888	-22.178211	22.582064	3.1014714	-4.216449	7.544742	-1.5641981	-8.673457	-3.6718001	6.565017	-6.5237603
889	-20.903091	-4.826095	-5.760563	-11.404516	-32.181458	4.79671	-1.6254966	0.63495046	5.0711575	-0.351853
890	-4.398266	-8.746236	-5.8864923	2.8197906	11.394964	6.1789393	10.22043	-11.422652	1.0987458	8.707707
891	-18.77805	-8.709977	-18.72664	9.379497	5.427984	-10.420074	-34.276306	-10.593194	-19.061062	6.7743807
892	-2.8329022	-8.962258	6.6682405	-2.3374126	2.265249	-0.16513859	4.0364375	-10.200102	-7.013746	-4.629317
893	-11.814522	-18.12004	-2.3258739	-3.5302448	-1.8977047	-6.064248	-0.9301302	12.886165	6.7003207	-17.268038
894	-3.4181464	-8.8998375	-4.4785304	4.7277775	9.54724	5.9894366	8.90455	-4.9014645	-4.5590687	4.9764323
895	18.985765	-5.3484254	14.571593	17.93793	-11.291065	-29.969507	3.9660358	-1.2898924	7.430057	3.9739442
896	48.50112	3.090732	-18.854086	-38.60985	11.86276	-1.3286527	-4.6256576	-2.2325552	-0.7548403	1.5529492
897	-8.996674	-10.795696	-8.641969	1.7116956	-2.889103	4.8882008	-10.238745	7.2635903	2.105816	-4.905074
898	-7.137522	-14.506594	11.388259	-1.8556175	-1.3734354	-5.4427934	4.0359364	-2.7251682	3.335849	3.306637
