Taxa	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
317	-4.7305465	32.63223	1.6693859	14.63424	7.3672557	-9.784993	5.478438	5.165169	7.9156957	-3.3885703
324	11.609403	18.401468	1.477975	-7.0717454	6.2372127	-13.426259	7.3725877	5.520076	-2.2001295	-4.5821357
325	3.9079933	-6.361465	-1.5782531	3.4668174	6.9449525	9.6152115	-9.833961	18.086695	2.570739	12.595677
326	24.426455	0.9834938	10.402347	-20.878109	6.431524	-7.1715994	-6.103816	-4.268339	-8.908242	-0.87261975
327	-6.8515167	17.414053	1.8564094	-10.845998	-0.89309573	-0.7946929	7.187166	2.606541	-5.833386	-9.282482
328	22.844833	25.744919	-5.0171347	-9.32152	9.321765	-3.8656824	-0.88487995	-2.4297173	5.1172814	5.7995973
329	-3.3976543	23.545578	6.988437	-3.88836	4.8844686	-2.4745522	-9.908204	-3.6976051	-4.011382	5.0309396
330	-9.066778	30.7002	9.314685	2.7230966	15.266788	-6.375801	-3.2825465	7.402952	3.755835	3.256146
331	-3.8445177	26.955833	3.899051	15.657025	0.3407728	-7.066057	1.519602	2.7354038	4.2572355	-4.0690627
332	-9.521239	34.192707	7.394589	10.817381	7.265093	-5.307914	3.862527	6.0760584	8.115447	-3.4891083
334	-7.3055124	11.41108	-4.5737424	5.738965	-10.854117	-1.0948051	13.4849	5.948158	-2.7359066	3.5151834
339	14.816019	10.437305	-8.104164	3.9661403	-2.229794	-3.6757817	-0.8510198	2.416163	-1.2132878	1.3736919
342	-19.64311	7.659869	-10.716164	-0.7097406	1.5003864	-4.89983	-15.853707	-1.78153	-0.2717975	3.2323442
343	38.730614	6.177795	-19.099646	4.4717445	-2.5195732	-10.453176	-2.4176617	3.108732	3.9553342	0.037609596
345	32.760468	10.699107	-15.055787	5.232765	-3.0557644	-10.025747	1.9037987	-0.39923593	-0.4309207	2.0130205
348	-9.544982	8.463339	-4.466907	-13.3058405	-6.474601	2.2181656	7.1499467	8.285206	-16.775524	-13.505328
349	-18.219997	41.193844	8.530409	-3.1837125	10.17295	-2.11051	9.1478615	2.8841424	-7.5085754	-7.2260523
350	-17.017408	27.210566	5.7939157	-8.2362175	2.9958255	0.78759503	11.808707	10.544706	-11.753345	-12.22901
353	-17.899412	37.41383	9.237555	-7.4268823	5.8040137	-3.5629635	9.837185	3.812356	-5.052157	-10.391698
355	-13.311259	25.148945	6.6144404	-4.927908	6.2841	-2.71681	-0.16702203	1.3765731	2.9206996	16.510757
356	-18.870794	34.34447	8.383566	-5.269975	7.40502	-2.0677905	5.0648837	7.8920403	-8.256144	-9.657637
357	22.340185	3.8622596	-0.99731463	3.4120214	-3.6442664	-6.865218	-1.6882542	-1.2783221	4.851407	9.58563
358	5.967059	12.5122595	10.697699	-2.4760132	-4.8553386	16.140125	-13.758806	-7.6289835	-5.139874	2.9955146
359	-12.543225	24.025013	6.608886	-3.5711927	7.977489	-1.6979951	3.9724429	2.8757794	-5.168736	-6.357383
360	-5.2888913	14.686496	-3.3558125	-0.82292813	12.997397	4.5651927	-6.4291835	15.436787	-0.09421348	11.208137
363	-8.76473	6.85649	-5.238467	0.7246619	-13.64276	6.4389634	4.4562225	4.5566187	-8.1011505	-4.310297
365	-15.4556055	-11.587491	-14.148934	4.697069	1.4015083	-7.285265	-23.940922	-8.908669	-7.394868	-1.1367909
366	-6.879092	-7.3823695	-5.6295238	5.473131	10.160306	8.228349	14.040426	-8.280325	-0.4563093	16.197987
367	4.6930037	-6.2579966	2.6166584	5.5359297	5.185432	4.348066	8.382983	-0.095157154	3.6859047	6.2253385
368	-9.37251	-7.0294657	-8.730984	7.7092056	0.46755543	-0.8102855	-21.280458	-3.2303793	-6.8808246	-2.6775045
369	-18.519058	-5.9821734	-0.21295466	-12.438429	-15.473936	-5.019368	16.740805	10.9639	-12.081943	4.5243506
373	-8.947717	-5.4676757	-6.404164	0.15111531	-6.2928166	-4.5646915	1.081878	-3.0524857	6.4033566	-6.23995
374	30.535345	9.440363	-20.242947	41.113094	-22.613901	-21.643648	8.630437	3.0969467	5.6128163	2.3127086
375	-1.4383044	-14.242671	-4.7696886	3.7884285	4.6636705	0.117881544	5.0529094	-0.006847851	3.8514628	-7.3110986
376	-19.834692	-0.5533	-1.0841833	-15.0404415	-21.792068	-4.921263	14.544032	9.820601	-10.999013	0.589921
377	-2.9634218	-6.8503356	5.0939	-2.3171182	8.178736	1.956708	10.616329	-5.187608	-0.5487865	1.5722556
380	11.521876	-4.6035833	4.270096	9.21431	1.3722945	9.240317	1.2603905	7.66195	2.3598402	-0.818112
381	-7.0094233	-16.151903	22.473085	-2.8658714	2.5321448	-23.50366	-2.2140467	1.126263	5.6856213	4.459022
382	-7.1688213	-14.967869	2.1701708	-1.3361046	1.408495	-4.3243184	-14.482076	16.075039	3.4083169	-19.197971
383	-1.7236259	-4.2370987	8.868958	4.330492	11.708561	2.810278	-15.612426	9.234873	-6.0626254	-7.7686768
384	-6.9344974	-2.4523392	-0.16877797	2.1478035	3.84095	-0.16321068	-5.03105	-4.0167136	-6.0593157	-2.9630654
385	9.181243	-6.5626945	-2.3259397	4.47975	8.827976	8.382553	1.638084	-0.3165364	1.2647731	-7.998188
386	-10.127069	4.7676177	5.1363196	-13.365743	-35.05074	23.421118	7.9577837	3.232579	-4.1806693	3.072224
387	-6.775305	-16.768036	28.926025	-4.2967815	1.6566739	-19.162819	1.647946	6.595704	5.5773206	3.7726555
388	-2.6625314	-14.295715	6.683017	2.7234716	6.4557824	-4.9336076	11.586594	-1.995417	-2.3292475	2.06787
389	2.812025	-7.9808793	17.056028	-2.9061038	-17.36919	14.426204	-12.910862	-4.657277	-2.847346	-8.629508
390	-4.2703943	-8.94142	-1.7447164	4.5263743	9.615517	0.45981187	-0.514586	-7.68962	2.876537	-2.217687
391	-4.3905144	-12.451779	-7.4165606	6.4603515	6.6920466	-1.4101661	-4.319692	-0.77985966	1.3580623	-11.015262
393	-17.443333	-9.701505	-13.62548	0.57027936	-2.8851392	0.9606656	-7.093277	-3.6345136	7.938063	-7.7174664
394	3.0935879	-8.096543	6.9360943	8.150337	2.9336627	0.27559474	-3.4427779	-0.06739098	-4.267557	-9.048761
395	-13.142273	16.847248	-1.214598	2.0929732	5.0301456	0.99815047	-4.218272	-4.4168296	5.5300035	-10.277464
396	-11.948441	-16.609926	2.8801486	-4.7958007	-0.7351309	-7.9447117	-11.088292	12.53874	-1.1495221	-22.831293
397	-14.597604	-10.349073	-7.5949717	-6.6756063	-2.2456849	-5.9342275	0.8261952	2.9062319	-0.01338253	-5.0901537
398	-23.303114	16.127197	-4.281169	-11.477577	-1.1932262	-1.7680863	8.473971	4.52496	12.27353	-0.47991258
399	17.254225	-4.566875	1.3664057	-2.1073449	10.204164	5.0594277	1.3882648	11.207055	-7.4156103	-10.468535
400	-1.3646286	-0.7683696	-2.5574238	2.4149978	6.1459274	4.111109	5.38502	-1.3365808	6.165853	-1.1575576
401	8.997555	2.094849	-7.780623	19.752869	2.7904196	-2.5046723	9.153933	3.4004307	-3.8174222	-8.004259
402	-8.611986	-17.989702	-0.97309464	8.194437	13.637494	3.911238	9.004979	-12.784129	-1.581319	6.2265377
403	4.824915	-0.53381306	-6.734135	3.9802847	-3.663682	-2.3439386	2.812392	-5.789029	-24.359499	-13.13649
404	11.02397	0.54741275	-9.66263	19.560171	-4.8175416	-2.1631691	8.789297	-2.4276197	-0.81923294	-2.9091406
405	-6.321187	-4.023041	-4.1675677	2.5161738	5.792754	0.17822014	5.5131125	-9.287556	-2.2162592	6.509802
406	11.599482	2.9208453	-3.7967112	18.352962	-7.965984	-5.6208	10.699191	0.14589073	-9.08899	-2.3737845
407	13.992936	2.773144	-9.15658	15.972803	-9.08235	-6.079292	9.610244	-3.7313147	-0.041185822	-3.2541268
408	4.588018	-10.727793	-2.5301816	-1.3161204	6.0328584	5.814165	7.431128	9.637697	4.443574	-10.841163
409	-4.483953	-7.962852	5.4994063	9.048197	8.822651	1.1811628	2.9204328	-3.410218	3.4487445	-1.5332372
410	-0.43687823	-12.916655	-4.448852	0.38858992	5.966877	0.86886877	1.3870788	-5.1961875	0.20624857	7.574388
411	-14.986681	-6.417758	-15.22047	8.38597	4.1003647	-12.411571	-38.02387	-10.467743	-17.90138	0.7998377
412	-5.188417	-5.876886	-7.0271206	4.9884834	4.7804966	0.52537966	4.3079395	-3.585944	7.074739	0.47829005
413	-11.288591	-14.089732	7.3789015	0.5688477	2.024513	-4.2701507	1.8713843	-0.14156029	-1.6591791	2.3077235
414	-9.580301	-11.849082	-2.4516058	0.2368612	2.5152347	-6.1245294	-5.988292	-1.5874363	-0.63696826	-1.9580234
417	4.857551	-6.2282043	2.50263	5.254597	5.3798356	4.716054	8.491944	-0.43304312	5.0721827	5.6192374
418	4.125635	-1.2576091	-7.2827415	4.8660088	-4.0316305	-2.1833303	3.0632055	-4.137909	-26.467981	-10.2624855
419	11.483681	3.8979504	-7.9755554	4.2330356	-0.15973754	2.5379477	9.808134	-9.013171	-15.766183	-7.543379
421	7.3025055	-19.271137	9.692066	4.347024	10.956961	-4.5647764	6.789808	11.216422	-1.4221221	-10.895843
422	-15.987225	-10.403452	-9.692448	-7.29465	-18.227695	4.266688	-7.8562512	3.398738	6.191289	2.3451667
423	11.734346	3.3223133	8.712146	8.274058	-8.392793	9.134599	-1.8835322	-3.1330206	-4.747503	-4.395195
424	-23.10815	-9.381626	-17.292454	-7.310688	-9.054214	-2.5257277	3.3734527	-2.5858147	4.6711183	-1.1474434
425	-3.5970945	-8.6246	-7.2131004	5.9810085	8.917993	3.4096177	1.5337098	-3.9336197	11.305785	-8.054581
426	-7.1499934	-9.527898	0.84526736	3.218517	-0.1241461	3.094591	-8.587927	7.2401686	-4.103918	-8.354414
427	-15.560316	28.436432	0.26957187	5.0362105	14.983664	-5.4044676	-5.270161	-6.12454	4.2940273	1.8765411
428	20.109558	7.399954	-6.3224072	28.990818	-10.396849	-5.8432374	8.585562	4.897143	-15.43853	9.515302
429	-1.4990121	-6.9286337	-5.3351808	1.4146062	15.42506	8.364695	13.860504	-8.946041	3.5079067	3.7173793
430	-6.432284	-6.093361	5.6784277	0.42455757	5.0040984	0.85000634	7.142243	-8.297621	-0.31196174	10.89337
431	-3.5071537	-9.053441	-2.1988978	1.8513205	10.234935	12.934226	13.476789	-14.548375	2.232604	10.346038
432	-4.5323215	3.7211	-1.0433007	-5.031854	-22.312872	9.643624	13.341113	10.195882	-3.7774007	-4.432824
433	18.331705	-6.3263474	13.569876	17.725996	-10.924897	-28.991741	4.180534	0.2893476	5.287558	6.847228
434	-3.109568	-7.178967	0.7449088	7.135907	10.974747	2.2411466	1.533918	-6.1513968	1.8183705	12.191823
435	3.072824	1.4659072	0.6751014	9.171831	4.390289	4.918131	-2.0192568	2.4174562	-3.5733304	10.386563
436	-2.3308685	-11.781102	-4.1221385	4.052986	3.4890342	8.388454	3.4853218	-13.778583	-1.9801339	2.883597
437	-4.541302	-4.825957	-2.406651	8.713434	6.376319	5.4222217	9.07751	-5.4052124	-6.7472744	-5.626183
438	-22.76491	27.605785	-1.8838565	0.8399969	12.238645	-7.9176106	0.6760002	0.36349225	9.239421	2.0417826
439	0.5339387	-5.809357	0.57631534	3.4423907	7.305098	4.408211	4.1621804	1.644012	-0.10241875	-4.9537306
440	2.9833872	-9.893235	-5.816771	8.550775	7.179976	3.8451862	3.9209194	0.3150803	18.959929	-9.72232
441	-5.882745	-8.975505	-3.8321955	3.6625473	7.3647366	6.224023	3.613808	-9.689111	8.472592	3.37406
442	-22.543182	-11.32724	-14.777239	-9.415881	-10.612653	-6.61819	0.029687243	-2.134442	11.488038	-4.085334
443	-3.2963078	-13.888355	25.67536	-1.9998286	2.3612592	-18.473856	4.3668575	-6.2876787	-0.9195627	0.4201863
444	4.795928	-8.1395	6.3321013	1.329706	2.1012816	-5.725284	0.73695135	-2.270992	-2.7170532	6.211464
445	-20.18442	3.562598	-8.623916	-3.3429434	-7.7864833	0.5025901	2.140448	3.8233845	5.353253	5.723213
446	2.718284	-6.506268	14.451371	2.2110074	-1.7467031	2.8781853	8.402769	-6.6713147	-7.10294	12.827388
447	-20.779736	-10.345844	-11.938967	-4.6568303	-5.721837	-1.1293281	1.0360847	-3.6931548	3.7691073	-3.0475385
448	5.185963	-4.191615	5.735088	6.9282775	-1.979823	2.7162592	4.036937	-5.50883	-4.943379	6.5022097
449	-9.790798	11.25981	19.51023	-3.794079	9.042294	-14.925058	-5.0496798	-9.827134	6.072776	3.4245927
450	-0.43282503	-0.85025376	6.899974	8.480991	0.05406818	2.1818714	5.7208915	-2.5348902	-14.467311	4.515208
451	-4.8410907	-13.733644	-0.35041568	-0.5167958	10.933101	7.4735475	20.03039	-6.3207517	4.831135	0.9465586
452	-18.489761	36.826385	3.1930375	-1.4604625	6.8872724	-2.3749208	-2.0970209	-2.0697467	2.2484744	0.4225085
453	11.848374	-7.4651885	-0.6891643	13.421844	7.98933	13.920215	-1.5933968	15.769816	1.4487056	-11.646302
454	-8.414122	-4.3739634	-7.56613	-10.40737	-8.26655	8.045795	20.132502	22.40689	-5.723999	-12.643237
455	-1.5209101	-14.027794	-0.52414197	4.75457	13.291333	9.055622	8.143383	-0.6610091	2.222468	-2.9235218
456	23.866415	7.6484547	7.6973042	15.644587	-25.632639	6.3959904	-1.330758	-8.463467	6.564767	-2.2058775
457	-4.3295836	-9.000051	7.822234	0.7475698	5.173826	2.2537692	2.2504506	0.5296203	-6.138939	0.83035135
458	-9.519394	-6.3460464	-14.2473545	-6.1261926	-2.5572422	1.6453301	-11.800342	17.29659	11.067462	13.06643
459	17.026175	7.9014206	-11.076464	28.539795	-5.4793806	-6.8618517	5.4832253	2.3747594	0.71496695	-4.5513906
460	-11.172139	-8.238532	-9.068913	-3.6967134	-11.615973	3.7818274	7.157628	-0.2768133	5.8046055	-3.1373732
461	-2.7770321	-15.45815	6.675925	2.6193876	6.4952145	-5.1875405	11.495044	-1.5061421	-2.9150558	3.43487
462	12.131456	-11.704311	2.3235993	5.458235	9.624845	4.322111	3.835477	9.541751	8.901455	-6.50543
463	-2.8451967	-4.1381783	5.4977255	6.004882	-4.2091255	-0.33889672	6.2910933	-7.1445584	-9.573244	5.0623736
464	-8.863724	-9.360501	-6.4633174	1.6186876	4.404565	-1.3914075	-8.195426	-3.7478251	4.2964797	-3.1046367
465	-6.905985	-15.096697	-11.7363205	2.000959	12.8484335	9.1658125	9.028286	-8.92012	5.027672	7.565193
466	19.43886	8.617627	4.6211514	25.574768	-29.365622	10.26348	-3.9022431	-6.6828885	11.290278	-4.838934
467	0.19965376	-8.148949	-2.3215346	2.0486753	13.342863	8.478133	10.690085	-11.274184	5.977665	5.9376
468	-19.211275	-14.682157	-8.574132	-7.380731	-8.792763	-8.655331	-5.05186	2.0884104	2.5441723	-1.4488113
469	-19.86979	49.38527	11.843647	4.9913206	24.38177	-0.95953554	-3.997537	-4.3397784	4.2219825	-6.1981096
471	1.8653198	0.23390885	13.138214	9.39709	-2.944928	3.216558	4.999694	-3.8679252	-26.378963	10.540651
472	0.36827922	-8.4520235	-2.1530163	4.6015863	7.668499	1.7391387	3.2153404	-0.46937063	-6.814111	8.758084
473	-4.598179	-8.625067	-1.9234617	0.5212985	9.989323	4.8089633	8.649624	-5.850601	-1.5848272	0.31437564
474	-3.2957058	-11.026404	11.954966	1.3318131	-2.9451356	-14.757835	0.91893846	-8.83588	4.929345	-8.355695
475	3.7748413	-10.575295	25.542784	-3.9331126	0.2520661	-14.340377	1.4601402	-3.2191336	2.0246694	1.4172592
476	-14.432951	-3.5673265	-10.67902	-2.2281804	-3.4114199	-2.398087	-10.441129	0.96245164	8.615569	1.8704214
477	-3.236327	-2.7229166	-4.864994	3.4141634	11.024212	9.827939	11.572254	-9.596172	0.8571926	13.787378
478	0.49303976	-2.1234062	4.237069	5.8488336	4.2347484	-0.17758916	4.1974974	-7.2637596	-9.9149065	5.2507873
480	6.119386	2.249573	-7.8434715	7.0368767	-3.2000775	4.380271	6.6193027	7.859599	-6.5517054	-5.840705
481	-6.4025636	-7.464001	-10.91883	0.629135	10.008687	15.03763	9.223942	-15.461237	8.580149	6.4677367
482	-0.24761057	-8.081626	1.036791	0.8726767	10.2056675	7.5725183	9.116346	-3.8278134	1.1164336	0.3944162
483	-5.0013523	-8.5491705	-5.8880997	3.6341662	4.508984	2.1054761	5.140532	-5.707682	-0.43895212	-4.836351
484	5.786279	-10.737183	-3.7670271	7.465788	12.2036	10.858807	4.1031647	0.089423425	3.672335	-8.225894
485	-28.514572	9.277173	-1.7805865	-12.057294	-14.191827	-8.663192	8.877163	11.72529	0.6834547	4.7976575
486	-6.3614	-6.1936297	-5.5668955	4.3899503	5.7839913	4.863942	-5.4245605	-0.9021483	-5.545101	0.17753781
487	-4.8055315	-8.839445	-3.8472755	1.1652005	9.326673	5.8402452	3.3220656	-7.35863	12.166701	7.2955713
489	10.947547	-13.655844	1.6235904	9.732926	5.1538024	7.5499554	-3.6243708	8.505486	-0.61679095	-6.189475
490	-4.041231	-10.360281	1.1890287	6.264891	1.093623	-2.168894	1.9135307	-3.4212127	4.8971424	-10.773664
491	-9.514231	-5.324956	-1.6684741	6.143929	-4.1757245	-4.3907833	-3.6908617	-11.531263	6.477155	-4.590109
492	-1.9699181	5.0477843	-1.965003	-0.6767595	0.021230789	1.2283261	8.245322	5.994428	-1.9109464	-4.087311
493	-29.587996	-11.286667	-17.982956	-6.9686604	-10.471358	-3.9537117	-5.223323	2.2466326	4.223315	-5.6731725
494	-9.798683	-7.6152782	-7.976672	2.4065945	15.344764	9.013698	16.728775	-9.1748905	3.198797	9.591836
495	6.778546	-0.9079618	3.8574088	3.8867905	5.067341	5.4574733	-1.1399065	13.978862	-0.1973382	5.240642
496	-3.7973626	-9.6830015	-3.2653706	-0.07332686	11.608844	-0.6296172	-1.6496205	-3.0610497	-5.5455236	5.2308373
499	-2.7903273	-6.218706	-7.1724524	6.5564165	9.034097	3.314527	3.2484004	-5.595337	9.38767	-6.055373
500	8.5327635	-7.490732	-4.6484075	-5.6104274	9.58259	-2.6332736	0.7984617	3.0284462	5.847315	-14.969926
501	1.182092	-1.4872158	1.9754912	5.830573	10.94969	-1.7431009	-9.343191	5.467691	-10.032159	-0.5762034
502	-4.18495	-7.0972276	0.17520489	2.8584056	10.339571	7.130215	5.6025696	-13.475046	6.8276176	10.847858
503	3.136015	-8.179098	-0.083167	8.404918	4.1789727	1.5007102	-3.954335	-0.73120904	-3.2678409	-5.699955
504	-5.601281	-9.198466	1.3715373	3.0227146	9.855604	5.5413365	10.202659	-8.69821	-1.6423632	2.575959
505	-8.179502	-16.634953	27.91177	-7.272672	-6.624178	-20.900215	-0.1942646	-4.539534	8.727369	-3.144834
506	-6.7196617	-3.3109887	-6.453907	6.2887583	12.765183	8.396736	4.717515	-2.9275324	1.8464693	7.262135
507	-9.136082	-17.215382	29.446514	-7.041606	-6.9855433	-21.94758	-0.5184458	-4.900726	9.423184	-3.4810798
508	13.267514	0.626021	-4.938412	14.990214	3.1172915	1.842803	10.335273	-7.1180625	1.316575	6.9531074
510	32.75002	-2.3136969	-12.884758	-24.415125	10.67176	1.7931982	-0.49360698	-4.0372486	-2.7578218	-5.278548
511	-12.141068	-6.116149	-12.3661	1.2417418	-5.873577	0.06282567	-5.5624104	-1.2061441	1.0943043	-5.7860446
512	1.0850441	-4.1610737	-3.1398284	-1.0121357	-0.9494805	2.9063456	0.3705098	-4.4775047	-4.0894365	5.0278115
513	-17.529173	-7.4363155	-12.572665	-6.2964487	-11.716791	-1.8789158	10.774993	9.48564	-9.488736	-4.7295804
514	-6.1652384	-1.3156956	-17.849976	6.5247188	-31.40798	-12.986496	18.533922	11.3263	-3.5545828	-8.167737
515	-30.226555	-2.8822389	-19.12649	-20.663795	-25.345522	2.4672353	23.541225	20.035072	-9.683759	-4.382307
516	-16.870016	26.658558	5.493528	-6.079579	-7.4128833	11.593396	2.6379519	-3.498149	2.0360267	-0.11160659
517	-9.4856205	14.180026	31.311943	-2.5005229	13.796574	-20.788208	0.061160054	0.95331544	4.9523883	0.39278853
521	0.63848	-7.8296065	-2.4622767	1.1085173	13.651454	8.549474	10.630821	-10.75964	5.4649925	5.370758
522	-8.186808	-8.21323	-15.03128	0.8493241	10.380127	0.97556263	-4.0776653	-10.207418	-6.1716924	3.0955172
523	-17.805384	-1.4489486	-14.333884	3.7924104	4.6691422	-5.3011513	-18.681839	-5.8857884	-5.9493055	-1.2894689
524	14.25909	3.933099	15.172447	6.1256595	-14.726432	9.50425	-3.6100492	-5.754576	-3.1834261	0.8323101
527	-9.361054	-2.1057568	-13.8820095	-14.179348	-14.734914	0.5915339	15.129724	7.7825007	-4.45996	15.067836
528	4.742227	-3.0534902	-2.1158433	3.0299163	5.4477954	1.7629149	9.968956	-6.631134	0.14105906	-2.4529827
529	-0.7719547	-13.464819	11.360201	6.0054054	5.1893177	-3.93745	-2.1420872	-1.5586412	5.5480785	1.0453203
530	-3.566216	-10.021036	-2.531352	2.284533	3.8237016	-4.8641467	2.3683255	-0.9536473	5.853908	-10.772016
531	-21.182688	-11.47593	-17.42916	-8.89858	-11.957405	-5.880381	-2.3328967	2.868581	4.481262	0.024691626
533	-15.937483	-1.1452342	-8.533345	-13.645651	-17.057692	1.8080995	25.683275	8.26939	-11.244776	1.18024
536	-4.8521786	-5.5479236	-4.708371	6.220513	7.1666894	1.2589781	-8.916762	-6.4252133	1.3008128	5.0523725
537	-2.6000123	-4.958843	-1.5575051	-2.6860714	7.3407536	13.834654	14.312915	-9.5392275	13.275986	12.825415
538	48.99956	4.621106	-18.590097	-39.309677	11.89995	-1.8152721	-5.640867	-3.1475396	0.36181387	-0.89848346
540	-7.423868	-18.046944	24.459105	-3.8063512	-2.4646127	-22.459158	-2.5850024	-1.0063322	-0.12696369	-3.7197616
541	-23.81564	-11.401581	-17.60603	3.31608	-6.634734	-6.885237	-20.654783	-6.1167293	-5.4998283	0.5359961
542	-6.8662477	-11.050764	-11.859786	7.4329023	7.4200892	2.2364383	-9.915633	-8.056742	-2.4384542	9.205374
543	-11.467843	-16.71564	-4.0666685	3.3647194	9.64118	3.2853165	4.4757166	-6.8669515	0.79843116	10.881767
544	11.693767	2.6127932	16.9421	-0.6553109	-21.684504	17.18571	1.1666986	-11.84821	-6.566473	-4.5673404
545	-22.366405	-8.21779	-18.214014	7.601931	3.5834086	-12.658513	-41.9809	-11.154757	-20.630684	4.3751707
546	-1.7854017	-17.002789	23.473217	-7.178947	-0.80988264	-21.767748	-1.0678	-2.930771	4.454426	3.9171863
547	4.824497	-16.280642	38.62462	-5.218604	-17.664688	-2.5163796	-9.507508	-12.181676	4.1665473	1.7491826
548	4.388881	-4.8366256	-5.2829285	7.233199	7.3349395	13.722589	-3.1435347	-4.6068783	7.8803453	-8.86021
549	0.3732152	-1.1469523	-4.2737365	5.7926908	3.3620594	1.4368905	-1.2786258	-4.958423	-11.246216	-7.511468
550	-5.1646156	-11.334155	-3.2401543	0.3328054	11.634866	11.441129	14.3136215	-8.93627	0.5414786	10.576703
551	-4.7647524	-12.781919	-1.3998466	1.6733183	17.067602	5.483844	8.736598	-10.061878	0.36129287	5.967927
552	-8.401325	-7.7096643	-5.3722157	1.0100827	0.15860063	-4.2169895	2.1214437	-8.098091	-6.5258274	4.6540384
553	-7.037596	-6.7072477	-1.4246808	-0.7740263	11.797993	7.494775	12.635638	-9.927326	2.0014439	7.1901984
554	0.74744344	-12.13208	23.079023	-3.785618	2.4761724	-16.090214	4.2867527	-4.5816116	0.41574734	11.339188
555	5.7048283	-6.4431505	14.246091	6.0801754	-0.9070055	7.927048	5.6104374	-2.4074898	-4.5559096	5.724785
556	-27.951551	-10.765211	-16.364231	-6.559094	-9.483367	-7.5438533	-3.611416	1.3487025	8.345881	-6.209844
557	-6.078724	-10.632849	-3.223993	7.357481	10.050953	4.2879305	4.2529683	-8.642903	4.076925	7.818064
559	-8.099739	-7.9539366	1.3052202	4.9793954	-8.886221	-3.0490587	-13.286472	5.95445	1.2360787	-10.975223
560	2.468347	-8.68078	1.8936332	-1.125791	8.533904	7.5837183	6.9598904	-1.0742234	1.1082274	1.1101103
561	13.555416	-6.7848544	-0.99810404	1.5675707	12.492234	11.477272	0.11671221	14.473775	4.7536716	-8.640653
562	0.9204954	-7.411816	-2.0698795	4.444094	8.096998	1.80854	2.6042185	-1.3145481	-5.964174	6.740328
563	-7.829483	2.9195542	27.023764	-3.6155558	1.7971945	-18.225126	6.367516	2.358928	4.7523017	4.9967117
564	0.4368626	-3.1468146	9.1090765	2.6442773	-15.259338	16.780018	-20.613237	-14.065065	-2.4509993	0.6369913
565	-7.931123	-4.011948	-4.180495	2.8316197	5.0417404	0.93324524	-1.86201	1.2394226	-0.007527639	7.876664
566	8.111802	-7.524384	1.5702231	5.8787227	6.873506	12.36527	-3.996685	5.7608695	-3.3386726	-7.9349766
567	-10.334338	-10.868512	-13.572871	-1.7650514	2.3478184	0.36390167	-2.0890324	-0.065340035	1.4500759	-4.024587
568	-0.6877045	-4.423842	0.34216008	2.6646392	13.342137	8.332821	3.1888804	-1.7483424	-4.156078	1.2893181
569	7.130926	-6.53363	-3.4374752	9.133111	6.111358	-4.1102057	-3.4214525	8.317634	-2.4844348	-1.6565803
570	15.2011	-0.79732966	29.378881	0.12545396	-31.528658	32.713596	-14.651547	-14.569172	4.8914456	-1.1358597
571	20.691082	8.434984	-5.673256	29.305624	-10.571827	-6.1638937	8.760359	4.1692476	-15.030005	7.7129803
572	8.203923	-7.928951	-1.8865534	6.845983	-1.1943965	2.9690745	1.6579833	7.1258774	2.8582435	-6.2502956
573	-12.949933	0.20631824	-9.109799	-6.1908026	-3.9205	0.45955077	0.5699396	1.891653	-0.6430142	-0.69949704
574	2.5235057	-2.763517	4.3934116	7.5742645	5.539954	9.506984	5.9182324	2.7413127	1.5603224	0.48889926
575	-12.16737	39.58243	12.991929	4.2285066	12.531606	3.2165282	-4.8038735	-4.0678954	2.5240965	-6.024838
576	-11.169808	25.603397	1.4248695	-2.465788	3.0536857	3.30533	-4.3848295	-2.3720005	-2.2741961	1.8114796
577	-10.85974	-5.8346505	-2.345481	-8.610107	-10.382349	2.357236	-4.8510118	2.7179265	-10.566068	-4.6998305
578	-20.08467	28.10727	1.2780973	-10.563136	0.46983698	-2.1122081	4.0902696	2.3364198	0.60487753	-3.4358416
581	-4.4687243	-20.021881	25.839819	-8.459549	1.3918756	-23.995844	-5.370701	8.464583	-1.3979127	-4.0827255
583	11.373142	-7.089202	-0.25051764	12.196316	8.021045	13.32753	-1.7657343	15.3078165	0.69682187	-10.425998
584	37.094982	-0.35326648	-0.10962022	-16.313484	2.5258613	-20.501778	3.0058258	-4.066947	-2.7118678	6.0613623
586	-4.1363363	13.427209	4.904748	2.7099066	-2.8902876	3.9675777	-7.0459876	11.500699	-0.43113667	4.250723
588	5.459302	-16.162764	6.217613	8.929264	15.156332	4.14449	1.6245214	14.882951	2.7310343	-13.654909
589	5.100195	-15.6803875	6.591249	9.139487	14.476806	3.8791902	1.0013314	14.959092	2.8564258	-13.201612
590	1.2457007	-18.876402	29.898075	-1.2246455	2.3501942	-19.015413	4.2267303	-1.1546735	7.5594654	-2.0417652
592	-4.3163195	17.948183	10.702319	-1.3589942	-2.4258409	-4.5817127	-3.6058035	3.3035417	-10.803981	2.7164545
594	-18.49446	40.087627	7.380919	-2.8391619	6.599838	-2.3505268	8.061562	8.1526575	-5.7960324	-9.600962
596	-11.643832	18.2115	-4.1564865	-3.9356391	2.4568546	-3.2138877	-17.334713	-5.7217717	-5.2935834	-1.638109
