apple_id,PLANTID,ploidy,usda_ploidy,het,release_year,acidity_17_harv,brix_17_harv,brix_acid_17_harv,weight_avg_17_harv,firmness_avg_17_harv,percent_firmness_avg_17,tpc,flowering_jul_16_harv,time_ripen_2017,date_jul_17_harv
401,Arkansas Black,2x,NA,0.379382889200561,NA,NA,NA,NA,NA,NA,NA,6.9263006308610704,154.07861117965001,NA,NA
72,Arlet,2x,NA,0.3510765323528297,1970,6.0197570257610602,11.7494611024007,1.9288110968682299,167.47135849855101,8.6112170139879094,-34.678222708092797,NA,153.21261529473699,110.909425678643,264.07829257895401
63,Aroma,2x,NA,0.34541905159015956,1973,15.443108204712001,14.779758486238199,0.99231485210051396,129.973802966378,7.9270097228782603,NA,2.2167629318889599,153.98657464263701,99.680539773906801,253.706232735225
529,Ashmead's Kernel,3x,3x,0.47969182366096813,1720,NA,NA,NA,NA,NA,NA,NA,154.08530662187599,NA,NA
445,Atlas,2x,NA,0.36525340206967133,1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,Autumn Arctic,2x,NA,0.36924301580683067,1956,9.8596742987173798,11.2394427147375,1.1644797978991399,213.89172772728801,7.3507946426581503,-60.456656167055201,3.52515662847139,151.98570768554899,98.127252283475002,250.15654665565299
1240,Balancier,3x,NA,0.47989083052196657,NA,NA,NA,NA,NA,NA,NA,8.3711345890868394,153.97789398009101,NA,NA
155,Baldwin,3x,3x,0.5003032485500929,1780,NA,NA,NA,NA,NA,NA,NA,154.14536760144301,NA,NA
377,Ballyfatten,2x,NA,0.36634320154656763,NA,8.4331400805285597,12.0441135010437,1.4068496420719701,137.14023617217401,10.094351782854,-30.533429477752701,NA,151.966334261323,102.012260254423,254.00938292424101
133,Banon's Seedling,2x,NA,0.35670558356392856,NA,7.6704668990820899,13.244772744619601,1.6449724449871901,150.904500936148,10.960631208227399,-38.507191128365498,NA,153.538764819112,85.783154461129897,239.58358207485699
517,Barry,2x,NA,0.3777718812781926,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,Bashkirian Beauty,3x,NA,0.559825253023009,NA,NA,NA,NA,NA,NA,NA,NA,151.90792036180801,NA,NA
556,Battleford,2x,NA,0.30712444562374436,1945,7.5298643958965403,11.842971269768601,1.5777497975642401,142.177656997501,6.3566085609259702,-37.663300138418798,NA,150.05921648176201,89.271976156229897,239.52898763394501
527,Beacon,2x,NA,0.3210454493764452,1936,NA,NA,NA,NA,NA,NA,NA,154.10423974431399,NA,NA
547,Beatrix,2x,NA,0.35789962472991926,NA,12.5223856114165,11.4493086806536,0.89108998292472297,221.275265987517,7.7660725412485299,NA,3.7253479835375201,154.09082597554701,106.97114158066699,261.08161700885898
1200,Beautiful Arcade,2x,NA,0.30392138281338843,NA,NA,NA,NA,NA,NA,NA,NA,149.760237497617,NA,NA
461,Beauty of Bath,2x,NA,0.32060005306849626,1864,4.8279553818248004,8.5982348276315097,1.7831484246732501,83.024777624234204,4.6110018165081001,NA,8.3875973008737805,154.33813898887701,72.990834456128894,225.01484096484799
512,Bedford Red,2x,NA,0.36835222319093286,NA,5.0401400396479801,12.100537702349699,2.4377218408211299,168.00372460739899,8.3356725884031508,-53.013989471600702,NA,152.79392247753299,130.305145132326,282.22970284394802
492,Beforest,3x,NA,0.5844073386149122,NA,NA,NA,NA,NA,NA,NA,2.93083082735156,151.930159232927,NA,NA
507,Bella de Jardins,2x,2x,0.36396459573177664,NA,6.3048788106160298,12.328510875108901,1.92481857184441,155.02716834767099,7.2588055582451201,-44.561126927707797,NA,151.943019904397,105.338673791837,257.38353961600501
569,Bella di Pontoise,2x,2x,0.34136310223266747,1879,6.6615400396479796,10.200537702349701,1.50005034039061,290.98572460739899,11.0730725884032,NA,NA,154.10137314386401,135.305145132326,289.22970284394802
548,Belle de Boskoop,3x,3x,0.4761760357833289,1856,10.804655333941399,12.2636293474224,1.1532456604349799,232.42483657408201,9.3586264729098403,-43.631685533445904,NA,151.934111117361,127.244331234908,279.115509891226
429,Belle de Crollon,2x,2x,0.34434820514764414,NA,NA,NA,NA,NA,NA,NA,NA,153.538764819112,NA,NA
405,Belle de Nordhaussen,2x,2x,0.37165952769038324,1892,NA,NA,NA,NA,NA,NA,NA,152.17062134417,NA,NA
553,Belle Fille,3x,3x,0.47988135400477616,NA,NA,NA,NA,NA,NA,NA,10.5829542062058,151.77343240942201,NA,NA
499,Belle Fleur de France,3x,3x,0.5021890754709829,NA,10.5454642989262,11.601967233399,1.0567153325426499,203.09225398746199,10.726520802141501,-40.103598188917701,7.4347492519767302,154.25006092412099,136.27744420270901,290.10118237067502
388,Belle Imperiale,2x,2x,0.34972139039460215,NA,7.0205612923998704,10.867130795922501,1.52731288563579,106.672071192837,4.1825417775194804,-50.049512685584403,9.4215714272872102,154.138050784592,72.798172613365196,226.71979018369399
487,Belle Norman,2x,2x,0.4070732724309162,NA,NA,NA,NA,NA,NA,NA,NA,156.98435818448201,NA,NA
444,Benoni,2x,NA,0.3787763921003753,NA,6.8124118832905101,11.600982516056099,1.75933489495923,144.649703969021,5.6021676629024801,-24.190058999419001,NA,152.27279954826599,NA,239.926506855208
425,Berglander,3x,NA,0.4822789128539479,NA,6.450181880743,12.1569577140577,1.9346991502753901,150.70088598188801,8.5567090296655408,-30.1795431792677,NA,161.149907240994,114.482817978814,275.47679339516202
530,Berlepsch Red,2x,NA,0.3620598157765058,NA,11.314811883290499,12.200982516056101,1.1863658408183599,118.779703969021,10.4399676629025,-41.777597438361298,4.5529009632737898,152.33604929140901,109.043792873542,260.926506855208
438,Beverly Hills,2x,NA,0.2942553352791782,1945,9.9558642989262207,13.601967233399,1.3299705221345399,194.09625398746201,5.0179208021415302,-34.753852659397602,5.0900921075677301,153.07617236151501,94.323430415628593,247.28372089521901
550,Binet Blanc,2x,2x,0.34874530912399077,NA,2.9013776006427299,12.073242824335299,3.92732181855986,69.640265549118496,10.8243256135307,-18.9030308823396,NA,156.97467840080901,110.48057509834,267.581679024246
537,Binet Rouge,2x,2x,0.3377620257003146,NA,2.6017741737217301,9.5338245620012305,3.5062919309007099,45.590394249300601,11.0752701189465,-35.067949379422799,NA,156.86946900460501,121.306619859638,278.40719888385502
374,Bisbee,2x,NA,0.3498256320836966,1956,3.3138938392784101,8.2030249364756092,2.5258092875629199,192.33670381427299,8.1724038364277707,-14.6836091368718,3.7171534557383299,151.96096744877499,126.03277368519601,278.07512880953499
406,Bisbee Giant Winesap,3x,3x,0.4945604791327092,NA,7.18827567724556,10.353592721732101,1.5152280942902701,248.379714942948,9.0275038364277709,-39.405176678777401,5.4027563471109499,153.930190989881,131.380158504365,285.36296306816399
403,Black Ben Davis,2x,NA,0.36799211553769756,NA,7.3443309032939599,10.7869431525074,1.5035680500916899,211.37934078402199,9.7467680928344596,-14.0268864490534,4.1479924553289198,153.19787239790301,129.59823451867501,282.66072513833802
383,Black Crofton,2x,NA,0.364608998900724,1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,Black Gilliflower,2x,NA,0.34009324892915355,NA,5.50122371327162,12.697970244984001,2.3381393480687001,186.67952481581401,10.637026472909801,-51.429095216055401,3.46625716154744,153.907248009771,128.27790264935999,282.21112669336298
448,Black Oxford,2x,NA,0.34957924263674617,NA,5.4072524014937704,11.6707239574335,2.13488919914818,171.38672363074701,11.540408560926,-48.421236834249598,7.0815523532092799,153.73742896333499,128.18892909297901,281.96003651753898
358,Black Pearl,2x,NA,0.36043933133694706,2010,6.0168149448888002,11.4791547665879,1.9179266813192,149.93403348815599,10.493439298474,-43.267408990818303,3.5939106182177398,153.97675338119001,106.723385458954,257.72689227902998
70,Blackmac,2x,NA,0.3687976194988818,NA,10.0190296273363,10.0806254445082,1.0335239822339899,137.26679245121801,7.8194573586951401,-49.909567629465201,4.8200278850755502,152.21323285001901,94.620348118386005,246.74168336385699
443,Blahova Ruzena,2x,NA,0.3533129904097646,NA,12.3677657672399,13.443097574478401,1.01615410755175,177.79731559738599,13.0998929974542,-22.370358277153102,3.7812720996267601,155.434337258222,133.51793422279999,289.11372725600802
480,Blairmont,2x,NA,0.3668928395436109,1982,7.13115551504018,12.0897719874015,1.6364745132507601,191.487927801968,7.4463127907483004,-42.572920045569703,NA,151.943320991695,91.631105377893704,243.60586075018
391,Blauacher,2x,NA,0.35967173344452447,NA,8.6608244014358,12.928473684759,1.4098036870619699,188.569567897588,10.783672588403199,NA,3.2438044690763901,159.10116901522699,124.733555269767,281.79511594099603
434,Blaxtayman,2x,NA,0.32888252909290777,1930,10.4197329482369,8.8564296071044701,0.87302666211552404,194.348155483574,9.7443925127770505,NA,4.2505003869130604,154.02721324010901,113.706844647799,267.76730742248901
549,Blaze,2x,NA,0.33964785262120467,1958,8.9865126155431199,13.219287551011201,1.5585764739549399,182.38951636729399,7.9988868521070904,NA,5.1469440604083498,152.90870344104499,108.306895927268,261.20605681652501
439,Blenheim Orange,3x,3x,0.6691842614002502,1818,NA,12.931082177238,NA,270.34866133765399,8.6768835641589295,NA,NA,153.834998789434,120.61233090328901,274.76027550228298
574,Blue Pearmain,2x,NA,0.340197490618248,NA,4.6113400396479802,12.5005377023497,2.7777774083639399,208.47372460739899,8.9210725884031508,-46.8001190106948,6.9484565221585699,151.109850740062,125.305145132326,275.22970284394802
543,Boche,2x,2x,0.34016906106667677,NA,10.606452401493801,10.070723957433501,0.99826116562575495,125.440723630747,8.83940856092598,-35.097467659091699,6.3685900607018704,153.73742896333499,121.188929092979,274.96003651753898
409,Bodil Neergaard,2x,NA,0.34583601834653727,NA,NA,NA,NA,NA,NA,NA,3.9638939030125599,153.966153913688,NA,NA
437,Boiken,2x,NA,0.3589704711724347,NA,12.921967950078001,11.4683983375299,1.0367801263201599,246.729480183682,9.1885158077073203,-45.209867345745302,6.21965753010595,153.162286856413,136.61718192659299,289.55947703270698
545,Bongkushu (880626),2x,NA,0.1861472271710701,NA,3.3348483051956501,12.0197338257403,3.6283865311779602,57.3216928161402,8.97997933954918,-47.331727377477002,11.7538122071043,148.65223675970901,104.927701974716,253.66695808824699
561,Bonne-Hotture,2x,2x,0.33212349797202534,NA,NA,NA,NA,NA,NA,NA,3.6721797530205098,154.33664986193301,NA,NA
389,Bonza,2x,NA,0.3521379022781547,NA,7.5378524014937804,10.9707239574334,1.4814396116356201,154.59072363074699,8.4496085609259808,-12.930877839460999,3.4492859240041298,153.73742896333499,114.188929092979,267.96003651753898
256,Boughsweet,2x,NA,0.35209051969220273,NA,NA,NA,NA,NA,NA,NA,NA,154.03986580553001,NA,NA
481,Bouteille,2x,NA,0.36130169440127363,NA,NA,NA,NA,NA,NA,NA,NA,155.50846227058099,NA,NA
